status,severity,category,event_type,field,summary,observed,expected,evidence,examples,spec_source
WARNING,Medium,schema,DialogueEvent,eventKey,eventKey does not match its documented format,38 mismatch(es); e.g. 'DialogueNodeEvent:31:0' vs expected 'DialogueNodeEvent:31:2',{data.dialogueEventType}:{data.conversationId}:{data.nodeId},,wenyi090326-3.stratalog.logdata.json[11432] _id=6a9c860b485cab4c953ffb7c ts=2026-09-05T21:13:47.3510000Z | wenyi090326-3.stratalog.logdata.json[11393] _id=6a9c8669485cab4c953ffbca ts=2026-09-05T21:15:22.1050000Z | wenyi090326-3.stratalog.logdata.json[11364] _id=6a9c867f485cab4c953ffc02 ts=2026-09-05T21:15:44.1080000Z,observed data (dialogue-event PDF not machine-readable)
WARNING,Medium,sequence,DialogueEvent,dialogueEventType,dialogue lifecycle: finish without preceding start,14 occurrence(s),every 'DialogueFinishEvent' preceded by 'DialogueStartEvent' per conversationId,,wenyi090326-3.stratalog.logdata.json[11294] _id=6a9c870e485cab4c953ffc90 ts=2026-09-05T21:18:06.6780000Z | wenyi090326-3.stratalog.logdata.json[11178] _id=6a9c8752485cab4c953ffd78 ts=2026-09-05T21:19:14.5920000Z | wenyi090326-3.stratalog.logdata.json[10843] _id=6a9c8a16485cab4c9540001c ts=2026-09-05T21:31:03.1440000Z,observed data (dialogue-event PDF not machine-readable)
WARNING,Medium,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: close without preceding open,24 occurrence(s),every 'BecameCameraUncentered' preceded by 'BecameCameraCentered' per pieceId,,wenyi090326-3.stratalog.logdata.json[10057] _id=6a9c8bd6485cab4c9540064a ts=2026-09-05T21:38:29.8230000Z | wenyi090326-3.stratalog.logdata.json[10055] _id=6a9c8bd7485cab4c95400650 ts=2026-09-05T21:38:29.8570000Z | wenyi090326-3.stratalog.logdata.json[9900] _id=6a9c8c06485cab4c95400786 ts=2026-09-05T21:39:16.4420000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Medium,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: close without preceding open,49 occurrence(s),every 'BecameInvisible' preceded by 'BecameVisible' per pieceId,,wenyi090326-3.stratalog.logdata.json[10422] _id=6a9c8bb5485cab4c95400382 ts=2026-09-05T21:37:52.3050000Z | wenyi090326-3.stratalog.logdata.json[10356] _id=6a9c8bba485cab4c954003f6 ts=2026-09-05T21:38:00.0420000Z | wenyi090326-3.stratalog.logdata.json[10355] _id=6a9c8bba485cab4c954003f8 ts=2026-09-05T21:38:00.1770000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Medium,sequence,argumentationEvent,actionType,argumentation session: close without preceding open,2 occurrence(s),every 'argumentationSessionClose' preceded by 'argumentationSessionOpen' per argumentationTitle,,wenyi090326-3.stratalog.logdata.json[5945] _id=6a9c9844485cab4c9540266a ts=2026-09-05T22:31:32.7500000Z | wenyi090326-3.stratalog.logdata.json[2195] _id=6a9ca61e485cab4c954043be ts=2026-09-05T23:30:39.0210000Z,08-13-26/Investigation-results/argumentation-event-investigation.md
WARNING,Medium,sequence,argumentationNodeEvent,actionType,node hover: close without preceding open,9 occurrence(s),every 'argumentationNodeHoverEnd' preceded by 'argumentationNodeHoverStart' per nodeName,,wenyi090326-3.stratalog.logdata.json[11244] _id=6a9c872d485cab4c953ffcf4 ts=2026-09-05T21:18:38.1030000Z | wenyi090326-3.stratalog.logdata.json[11238] _id=6a9c872f485cab4c953ffd00 ts=2026-09-05T21:18:39.7540000Z | wenyi090326-3.stratalog.logdata.json[11234] _id=6a9c8730485cab4c953ffd08 ts=2026-09-05T21:18:40.9540000Z,08-13-26/Investigation-results/argumentation-node-event-investigation.md
WARNING,Medium,sequence,chatEvent,actionType,chat open/close: close without preceding open,2 occurrence(s),every 'Close' preceded by 'Open',,wenyi090326-3.stratalog.logdata.json[1882] _id=6a9ca77b485cab4c95404632 ts=2026-09-05T23:36:27.2690000Z | wenyi090326-3.stratalog.logdata.json[597] _id=6a9cab63485cab4c9540503e ts=2026-09-05T23:53:07.7030000Z,08-13-26/Investigation-results/chat-event-investigation.md
WARNING,Medium,sequence,questEvent,questEventType,quest lifecycle: finish without preceding start,1 occurrence(s),every 'questFinishEvent' preceded by 'questActiveEvent' per questID,,wenyi090326-3.stratalog.logdata.json[5824] _id=6a9c9989485cab4c95402760 ts=2026-09-05T22:36:57.2730000Z,08-13-26/Investigation-results/quest-event-investigation.md
WARNING,Medium,temporal,,,records without a parseable client timestamp,3 records,,,wenyi090326-3.stratalog.logdata.json[11534] _id=6a9c87ab485cab4c953ffdcc ts=? | wenyi090326-3.stratalog.logdata.json[11535] _id=6a9c8d18485cab4c95400992 ts=? | wenyi090326-3.stratalog.logdata.json[11536] _id=6a9c9973485cab4c9540274c ts=?,
WARNING,Low,schema,gameStartEvent,data.<empty>,field name is an empty string,path data.<empty> in 8 records,a descriptive field name,types: {'bool': 8},wenyi090326-3.stratalog.logdata.json[11533] _id=6a9c854f485cab4c953ffab0 ts=2026-09-05T21:10:39.9370000Z | wenyi090326-3.stratalog.logdata.json[11140] _id=6a9c87a0485cab4c953ffdc6 ts=2026-09-05T21:20:32.4420000Z | wenyi090326-3.stratalog.logdata.json[11134] _id=6a9c87d8485cab4c953ffdd6 ts=2026-09-05T21:21:29.0330000Z,
WARNING,Low,schema,gameWindowFocusEvent,data.<empty>,field name is an empty string,path data.<empty> in 33 records,a descriptive field name,types: {'bool': 33},wenyi090326-3.stratalog.logdata.json[11531] _id=6a9c8554485cab4c953ffab4 ts=2026-09-05T21:10:45.1410000Z | wenyi090326-3.stratalog.logdata.json[11523] _id=6a9c8567485cab4c953ffac4 ts=2026-09-05T21:11:03.6140000Z | wenyi090326-3.stratalog.logdata.json[11519] _id=6a9c857b485cab4c953ffacc ts=2026-09-05T21:11:24.0400000Z,
WARNING,Low,schema,gameWindowUnfocusEvent,data.<empty>,field name is an empty string,path data.<empty> in 35 records,a descriptive field name,types: {'bool': 35},wenyi090326-3.stratalog.logdata.json[11532] _id=6a9c8552485cab4c953ffab2 ts=2026-09-05T21:10:43.2980000Z | wenyi090326-3.stratalog.logdata.json[11527] _id=6a9c8560485cab4c953ffabc ts=2026-09-05T21:10:56.8530000Z | wenyi090326-3.stratalog.logdata.json[11520] _id=6a9c8575485cab4c953ffaca ts=2026-09-05T21:11:17.5890000Z,
WARNING,Low,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: repeated open with no intervening close,346 occurrence(s),,,wenyi090326-3.stratalog.logdata.json[10323] _id=6a9c8bbc485cab4c9540043a ts=2026-09-05T21:38:02.7120000Z | wenyi090326-3.stratalog.logdata.json[10308] _id=6a9c8bbe485cab4c95400452 ts=2026-09-05T21:38:04.1460000Z | wenyi090326-3.stratalog.logdata.json[10293] _id=6a9c8bbf485cab4c9540046a ts=2026-09-05T21:38:05.9800000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Low,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: repeated open with no intervening close,246 occurrence(s),,,wenyi090326-3.stratalog.logdata.json[10394] _id=6a9c8bb6485cab4c954003ae ts=2026-09-05T21:37:55.9410000Z | wenyi090326-3.stratalog.logdata.json[10330] _id=6a9c8bbc485cab4c9540042e ts=2026-09-05T21:38:02.5460000Z | wenyi090326-3.stratalog.logdata.json[10321] _id=6a9c8bbc485cab4c9540043e ts=2026-09-05T21:38:02.7450000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Low,sequence,TopographicMapEvent,actionType,map open/close: repeated open with no intervening close,21 occurrence(s),,,wenyi090326-3.stratalog.logdata.json[9707] _id=6a9c8cf1485cab4c95400900 ts=2026-09-05T21:43:13.3730000Z | wenyi090326-3.stratalog.logdata.json[9703] _id=6a9c8cf1485cab4c95400908 ts=2026-09-05T21:43:13.3770000Z | wenyi090326-3.stratalog.logdata.json[9525] _id=6a9c8da0485cab4c95400a6e ts=2026-09-05T21:46:08.7630000Z,08-13-26/Investigation-results/topographic-map-event-investigation.md
WARNING,Low,sequence,argumentationNodeEvent,actionType,node hover: repeated open with no intervening close,1 occurrence(s),,,wenyi090326-3.stratalog.logdata.json[2301] _id=6a9ca5fb485cab4c954042ea ts=2026-09-05T23:30:03.0030000Z,08-13-26/Investigation-results/argumentation-node-event-investigation.md
WARNING,Low,sequence,argumentationToolEvent,actionType,backing-info panel: repeated open with no intervening close,2 occurrence(s),,,wenyi090326-3.stratalog.logdata.json[11221] _id=6a9c873b485cab4c953ffd22 ts=2026-09-05T21:18:51.7430000Z | wenyi090326-3.stratalog.logdata.json[10771] _id=6a9c8a5b485cab4c954000ac ts=2026-09-05T21:32:11.8030000Z,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E To Pick Up"" (1x), ""Press E to Pick Up"" (5x), ""Press E to Pick up"" (38x), ""Press E to pick up"" (2x)",one canonical value (or documented aliases),,,
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E to Place"" (10x), ""Press E to place"" (5x)",one canonical value (or documented aliases),,,
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E To Scan"" (3x), ""Press E to Scan"" (11x)",one canonical value (or documented aliases),,,
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E To Place Glyph"" (5x), ""Press E to place glyph"" (9x)",one canonical value (or documented aliases),,,
INFO,Info,coverage,crash,,no expectation rules configured — descriptive profiling only,3 records,add the event to event_expectations.yaml to enable expectation checks,,,
PASS,Info,cross-event,,,Soil Key Puzzle finished implies soil drag interactions happened: consistent,"4 trigger(s), 66 matching record(s) in wenyi090326-3.stratalog.logdata.json:6a9a0779e2ada9cb13ea75c0",,,,soil-key-puzzle-investigation.md
PASS,Info,cross-event,,,argumentation answer submitted implies an argumentation session was opened: consistent,"50 trigger(s), 8 matching record(s) in wenyi090326-3.stratalog.logdata.json:6a9a0779e2ada9cb13ea75c0",,,,argumentation-event-investigation.md
PASS,Info,cross-event,,,solar still design submission implies option selections: consistent,"1 trigger(s), 3 matching record(s) in wenyi090326-3.stratalog.logdata.json:6a9a0779e2ada9cb13ea75c0",,,,observed data 08-25-26 (no written spec yet)
INFO,Info,duplicates,ObjectInterEvent,,"near-duplicate records within 1s (identical data, different timestamp)",6 pair(s),review whether the interaction really fired twice,,1ms: wenyi090326-3.stratalog.logdata.json[11468] _id=6a9c85b6485cab4c953ffb32 ts=2026-09-05T21:12:22.4900000Z ~ wenyi090326-3.stratalog.logdata.json[11467] _id=6a9c85b6485cab4c953ffb34 ts=2026-09-05T21:12:22.4910000Z | 768ms: wenyi090326-3.stratalog.logdata.json[11279] _id=6a9c871a485cab4c953ffcae ts=2026-09-05T21:18:18.9820000Z ~ wenyi090326-3.stratalog.logdata.json[11277] _id=6a9c871b485cab4c953ffcb2 ts=2026-09-05T21:18:19.7500000Z | 1ms: wenyi090326-3.stratalog.logdata.json[11050] _id=6a9c8888485cab4c953ffe7e ts=2026-09-05T21:24:24.6910000Z ~ wenyi090326-3.stratalog.logdata.json[11049] _id=6a9c8888485cab4c953ffe80 ts=2026-09-05T21:24:24.6920000Z,
INFO,Info,duplicates,PuzzlePieceVisibleEvent,,"near-duplicate records within 1s (identical data, different timestamp)",56 pair(s),review whether the interaction really fired twice,,434ms: wenyi090326-3.stratalog.logdata.json[10423] _id=6a9c8bb5485cab4c95400380 ts=2026-09-05T21:37:51.8710000Z ~ wenyi090326-3.stratalog.logdata.json[10422] _id=6a9c8bb5485cab4c95400382 ts=2026-09-05T21:37:52.3050000Z | 135ms: wenyi090326-3.stratalog.logdata.json[10356] _id=6a9c8bba485cab4c954003f6 ts=2026-09-05T21:38:00.0420000Z ~ wenyi090326-3.stratalog.logdata.json[10355] _id=6a9c8bba485cab4c954003f8 ts=2026-09-05T21:38:00.1770000Z | 65ms: wenyi090326-3.stratalog.logdata.json[10355] _id=6a9c8bba485cab4c954003f8 ts=2026-09-05T21:38:00.1770000Z ~ wenyi090326-3.stratalog.logdata.json[10354] _id=6a9c8bba485cab4c954003fa ts=2026-09-05T21:38:00.2420000Z,
INFO,Info,duplicates,TopographicMapEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,4ms: wenyi090326-3.stratalog.logdata.json[9707] _id=6a9c8cf1485cab4c95400900 ts=2026-09-05T21:43:13.3730000Z ~ wenyi090326-3.stratalog.logdata.json[9703] _id=6a9c8cf1485cab4c95400908 ts=2026-09-05T21:43:13.3770000Z,
INFO,Info,duplicates,argumentationEvent,,"near-duplicate records within 1s (identical data, different timestamp)",2 pair(s),review whether the interaction really fired twice,,32ms: wenyi090326-3.stratalog.logdata.json[5948] _id=6a9c9844485cab4c95402664 ts=2026-09-05T22:31:32.7180000Z ~ wenyi090326-3.stratalog.logdata.json[5945] _id=6a9c9844485cab4c9540266a ts=2026-09-05T22:31:32.7500000Z | 32ms: wenyi090326-3.stratalog.logdata.json[2198] _id=6a9ca61e485cab4c954043b8 ts=2026-09-05T23:30:38.9890000Z ~ wenyi090326-3.stratalog.logdata.json[2195] _id=6a9ca61e485cab4c954043be ts=2026-09-05T23:30:39.0210000Z,
INFO,Info,duplicates,argumentationNodeEvent,,"near-duplicate records within 1s (identical data, different timestamp)",75 pair(s),review whether the interaction really fired twice,,14ms: wenyi090326-3.stratalog.logdata.json[11245] _id=6a9c872d485cab4c953ffcf2 ts=2026-09-05T21:18:38.0890000Z ~ wenyi090326-3.stratalog.logdata.json[11244] _id=6a9c872d485cab4c953ffcf4 ts=2026-09-05T21:18:38.1030000Z | 15ms: wenyi090326-3.stratalog.logdata.json[11239] _id=6a9c872f485cab4c953ffcfe ts=2026-09-05T21:18:39.7390000Z ~ wenyi090326-3.stratalog.logdata.json[11238] _id=6a9c872f485cab4c953ffd00 ts=2026-09-05T21:18:39.7540000Z | 14ms: wenyi090326-3.stratalog.logdata.json[11235] _id=6a9c8730485cab4c953ffd06 ts=2026-09-05T21:18:40.9400000Z ~ wenyi090326-3.stratalog.logdata.json[11234] _id=6a9c8730485cab4c953ffd08 ts=2026-09-05T21:18:40.9540000Z,
INFO,Info,duplicates,argumentationToolEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,617ms: wenyi090326-3.stratalog.logdata.json[11222] _id=6a9c873a485cab4c953ffd20 ts=2026-09-05T21:18:51.1260000Z ~ wenyi090326-3.stratalog.logdata.json[11221] _id=6a9c873b485cab4c953ffd22 ts=2026-09-05T21:18:51.7430000Z,
INFO,Info,duplicates,gameWindowUnfocusEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,0ms: wenyi090326-3.stratalog.logdata.json[5832] _id=6a9c9975485cab4c9540274e ts=2026-09-05T22:36:37.4310000Z ~ wenyi090326-3.stratalog.logdata.json[5831] _id=6a9c997f485cab4c95402750 ts=2026-09-05T22:36:37.431Z,
INFO,Info,duplicates,questEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,1ms: wenyi090326-3.stratalog.logdata.json[90] _id=6a9cacdd485cab4c95405434 ts=2026-09-05T23:59:25.3670000Z ~ wenyi090326-3.stratalog.logdata.json[89] _id=6a9cacdd485cab4c95405436 ts=2026-09-05T23:59:25.3680000Z,
INFO,Info,duplicates,soilMachine,,"near-duplicate records within 1s (identical data, different timestamp)",2 pair(s),review whether the interaction really fired twice,,767ms: wenyi090326-3.stratalog.logdata.json[2957] _id=6a9ca39f485cab4c95403dca ts=2026-09-05T23:19:59.3870000Z ~ wenyi090326-3.stratalog.logdata.json[2954] _id=6a9ca3a0485cab4c95403dd0 ts=2026-09-05T23:20:00.1540000Z | 534ms: wenyi090326-3.stratalog.logdata.json[2954] _id=6a9ca3a0485cab4c95403dd0 ts=2026-09-05T23:20:00.1540000Z ~ wenyi090326-3.stratalog.logdata.json[2950] _id=6a9ca3a0485cab4c95403dd6 ts=2026-09-05T23:20:00.6880000Z,
INFO,Info,frequency,DEBUGMenu,,unusually long gaps between records,"1 gap(s), longest 1h 9m",,1h 9m: wenyi090326-3.stratalog.logdata.json[5820] _id=6a9c9989485cab4c95402768 ts=2026-09-05T22:36:57.2850000Z -> wenyi090326-3.stratalog.logdata.json[980] _id=6a9ca9ea485cab4c95404d40 ts=2026-09-05T23:46:50.8290000Z,,
INFO,Info,frequency,DialogueEvent,,very rapid consecutive records (possible duplicates or multi-fire),759 interval(s) ≤ 0.000s..0.000s shown,,0ms: wenyi090326-3.stratalog.logdata.json[10591] _id=6a9c8b74485cab4c95400214 ts=2026-09-05T21:36:53.1500000Z -> wenyi090326-3.stratalog.logdata.json[10592] _id=6a9c8b74485cab4c95400216 ts=2026-09-05T21:36:53.1500000Z; 0ms: wenyi090326-3.stratalog.logdata.json[10641] _id=6a9c8ae4485cab4c954001ae ts=2026-09-05T21:34:28.3270000Z -> wenyi090326-3.stratalog.logdata.json[10642] _id=6a9c8ae4485cab4c954001b0 ts=2026-09-05T21:34:28.3270000Z; 0ms: wenyi090326-3.stratalog.logdata.json[10651] _id=6a9c8ad3485cab4c9540019c ts=2026-09-05T21:34:12.1520000Z -> wenyi090326-3.stratalog.logdata.json[10650] _id=6a9c8ad3485cab4c9540019e ts=2026-09-05T21:34:12.1520000Z,,
INFO,Info,frequency,EndOfUnit,,unusually long gaps between records,"4 gap(s), longest 44m 30s",,44m 30s: wenyi090326-3.stratalog.logdata.json[5019] _id=6a9c9ce1485cab4c95402daa ts=2026-09-05T22:51:13.1870000Z -> wenyi090326-3.stratalog.logdata.json[1885] _id=6a9ca74f485cab4c9540462a ts=2026-09-05T23:35:43.7470000Z; 39m 37s: wenyi090326-3.stratalog.logdata.json[10637] _id=6a9c8af0485cab4c954001b8 ts=2026-09-05T21:34:41.0600000Z -> wenyi090326-3.stratalog.logdata.json[7082] _id=6a9c943a485cab4c95401d86 ts=2026-09-05T22:14:18.6370000Z; 36m 54s: wenyi090326-3.stratalog.logdata.json[7082] _id=6a9c943a485cab4c95401d86 ts=2026-09-05T22:14:18.6370000Z -> wenyi090326-3.stratalog.logdata.json[5019] _id=6a9c9ce1485cab4c95402daa ts=2026-09-05T22:51:13.1870000Z,,
INFO,Info,frequency,InputEvent,,very rapid consecutive records (possible duplicates or multi-fire),147 interval(s) ≤ 0.000s..0.001s shown,,0ms: wenyi090326-3.stratalog.logdata.json[32] _id=6a9cacf5485cab4c954054a6 ts=2026-09-05T23:59:49.2450000Z -> wenyi090326-3.stratalog.logdata.json[33] _id=6a9cacf5485cab4c954054a8 ts=2026-09-05T23:59:49.2450000Z; 1ms: wenyi090326-3.stratalog.logdata.json[10841] _id=6a9c8a18485cab4c95400020 ts=2026-09-05T21:31:04.9100000Z -> wenyi090326-3.stratalog.logdata.json[10840] _id=6a9c8a18485cab4c95400022 ts=2026-09-05T21:31:04.9110000Z; 1ms: wenyi090326-3.stratalog.logdata.json[11075] _id=6a9c887b485cab4c953ffe4c ts=2026-09-05T21:24:11.9010000Z -> wenyi090326-3.stratalog.logdata.json[11074] _id=6a9c887b485cab4c953ffe4e ts=2026-09-05T21:24:11.9020000Z,,
INFO,Info,frequency,ObjectInterEvent,,unusually long gaps between records,"2 gap(s), longest 15m 41s",,15m 41s: wenyi090326-3.stratalog.logdata.json[6915] _id=6a9c95b5485cab4c95401ed6 ts=2026-09-05T22:20:37.6220000Z -> wenyi090326-3.stratalog.logdata.json[5849] _id=6a9c9962485cab4c9540272a ts=2026-09-05T22:36:18.9470000Z; 12m 17s: wenyi090326-3.stratalog.logdata.json[9809] _id=6a9c8c4b485cab4c95400832 ts=2026-09-05T21:40:28.1580000Z -> wenyi090326-3.stratalog.logdata.json[9378] _id=6a9c8f2d485cab4c95400b94 ts=2026-09-05T21:52:46.1260000Z,,
INFO,Info,frequency,ObjectInterEvent,,very rapid consecutive records (possible duplicates or multi-fire),4 interval(s) ≤ 0.000s..0.001s shown,,0ms: wenyi090326-3.stratalog.logdata.json[2607] _id=6a9ca4d3485cab4c95404086 ts=2026-09-05T23:25:08.0350000Z -> wenyi090326-3.stratalog.logdata.json[2606] _id=6a9ca4d3485cab4c95404088 ts=2026-09-05T23:25:08.0350000Z; 0ms: wenyi090326-3.stratalog.logdata.json[2638] _id=6a9ca4b9485cab4c95404048 ts=2026-09-05T23:24:41.3560000Z -> wenyi090326-3.stratalog.logdata.json[2637] _id=6a9ca4b9485cab4c9540404a ts=2026-09-05T23:24:41.3560000Z; 1ms: wenyi090326-3.stratalog.logdata.json[11050] _id=6a9c8888485cab4c953ffe7e ts=2026-09-05T21:24:24.6910000Z -> wenyi090326-3.stratalog.logdata.json[11049] _id=6a9c8888485cab4c953ffe80 ts=2026-09-05T21:24:24.6920000Z,,
PASS,Info,frequency,PlayerPositionEvent,,continuous cadence matches expectation (~10s),"median interval 10.005s (p5 9.97s, p95 10.01s, n=962)",~10s (±0.6s),,,08-13-26/Investigation-results/position-event-investigation.md
INFO,Info,frequency,PuzzlePieceVisibleEvent,,unusually long gaps between records,"5 gap(s), longest 37m 44s",,37m 44s: wenyi090326-3.stratalog.logdata.json[7765] _id=6a9c90b3485cab4c9540182e ts=2026-09-05T21:59:14.7920000Z -> wenyi090326-3.stratalog.logdata.json[5818] _id=6a9c998c485cab4c9540276e ts=2026-09-05T22:36:59.2420000Z; 21m 18s: wenyi090326-3.stratalog.logdata.json[5602] _id=6a9c99c7485cab4c9540291e ts=2026-09-05T22:37:57.6890000Z -> wenyi090326-3.stratalog.logdata.json[4874] _id=6a9c9ec5485cab4c95402ecc ts=2026-09-05T22:59:16.5600000Z; 18m 22s: wenyi090326-3.stratalog.logdata.json[3677] _id=6a9c9f84485cab4c9540382a ts=2026-09-05T23:02:26.2470000Z -> wenyi090326-3.stratalog.logdata.json[2892] _id=6a9ca3d1485cab4c95403e4a ts=2026-09-05T23:20:48.5280000Z,,
INFO,Info,frequency,PuzzlePieceVisibleEvent,,very rapid consecutive records (possible duplicates or multi-fire),2171 interval(s) ≤ 0.000s..0.000s shown,,0ms: wenyi090326-3.stratalog.logdata.json[10001] _id=6a9c8bdb485cab4c954006b2 ts=2026-09-05T21:38:33.2250000Z -> wenyi090326-3.stratalog.logdata.json[10003] _id=6a9c8bdc485cab4c954006b4 ts=2026-09-05T21:38:33.2250000Z; 0ms: wenyi090326-3.stratalog.logdata.json[10002] _id=6a9c8bdb485cab4c954006b0 ts=2026-09-05T21:38:33.2250000Z -> wenyi090326-3.stratalog.logdata.json[10001] _id=6a9c8bdb485cab4c954006b2 ts=2026-09-05T21:38:33.2250000Z; 0ms: wenyi090326-3.stratalog.logdata.json[10004] _id=6a9c8bdb485cab4c954006ae ts=2026-09-05T21:38:33.2250000Z -> wenyi090326-3.stratalog.logdata.json[10002] _id=6a9c8bdb485cab4c954006b0 ts=2026-09-05T21:38:33.2250000Z,,
INFO,Info,frequency,Soil Key Puzzle,,unusually long gaps between records,"3 gap(s), longest 43m 21s",,43m 21s: wenyi090326-3.stratalog.logdata.json[9368] _id=6a9c8f39485cab4c95400ba8 ts=2026-09-05T21:52:57.7640000Z -> wenyi090326-3.stratalog.logdata.json[5850] _id=6a9c9962485cab4c95402728 ts=2026-09-05T22:36:18.9460000Z; 20m 25s: wenyi090326-3.stratalog.logdata.json[5837] _id=6a9c996f485cab4c95402742 ts=2026-09-05T22:36:31.4190000Z -> wenyi090326-3.stratalog.logdata.json[4947] _id=6a9c9e38485cab4c95402e3c ts=2026-09-05T22:56:57.0620000Z; 12m 15s: wenyi090326-3.stratalog.logdata.json[9808] _id=6a9c8c4e485cab4c95400834 ts=2026-09-05T21:40:31.1240000Z -> wenyi090326-3.stratalog.logdata.json[9379] _id=6a9c8f2d485cab4c95400b92 ts=2026-09-05T21:52:46.1250000Z,,
