eventType,field_path,records_present,records_total,types,null_count,empty_string_count,unique_values,values_truncated,numeric_range
SolarStillDesignEvent,data.designSelections.roofStyle,1,4,string:1,0,0,1,False,
SolarStillDesignEvent,data.featureUsed,4,4,string:4,0,0,4,False,
SolarStillDesignEvent,data.selectedOption,3,4,string:3,0,0,3,False,
TerasGardenBox,data.actionType,6,6,string:6,0,3,2,False,
TerasGardenBox,data.boxId,6,6,string:6,0,0,3,False,
TerasGardenBox,data.soilType,6,6,string:6,0,0,2,False,
TopographicMapEvent,data.actionType,65,65,string:65,0,0,5,False,
TopographicMapEvent,data.featureUsed,65,65,string:65,0,0,3,False,
TopographicMapEvent,data.legendName,2,65,string:2,0,0,2,False,
TopographicMapEvent,data.location,19,65,object:19,0,0,0,False,
TopographicMapEvent,data.location.x,19,65,number:19,0,0,16,False,-215.716 .. 314.451
TopographicMapEvent,data.location.y,19,65,number:19,0,0,16,False,68.1038 .. 229.98
TopographicMapEvent,data.location.z,19,65,number:19,0,0,1,False,0 .. 0
WaterChamberEvent,data.actionType,43,43,string:43,0,0,2,False,
WaterChamberEvent,data.floor,43,43,string:43,0,0,4,False,
WaterChamberEvent,data.machineNumber,43,43,string:43,0,0,2,False,
WaterChamberEvent,data.machineType,43,43,string:43,0,0,5,False,
WaterChamberEvent,data.room,43,43,string:43,0,0,4,False,
argumentationAnswerEvent,data.actionType,50,50,string:50,0,0,1,False,
argumentationAnswerEvent,data.answerSubmitted,50,50,string:50,0,0,30,False,
argumentationAnswerEvent,data.argumentationTitle,50,50,string:50,0,0,6,False,
argumentationEvent,data.actionType,18,18,string:18,0,0,2,False,
argumentationEvent,data.argumentationDescription,18,18,string:18,0,0,6,False,
argumentationEvent,data.argumentationTitle,18,18,string:18,0,0,6,False,
argumentationNodeEvent,data.actionType,743,743,string:743,0,0,4,False,
argumentationNodeEvent,data.argumentationTitle,743,743,string:743,0,0,6,False,
argumentationNodeEvent,data.nodeName,743,743,string:743,0,0,11,False,
argumentationToolEvent,data.actionType,12,12,string:12,0,0,2,False,
argumentationToolEvent,data.argumentationTitle,12,12,string:12,0,0,4,False,
argumentationToolEvent,data.toolName,12,12,string:12,0,0,6,False,
chatEvent,data.actionType,2,2,string:2,0,0,1,False,
chatEvent,data.chatID,2,2,string:2,0,0,1,False,
crash,data.isPWA,3,3,bool:3,0,0,1,False,
crash,data.message,3,3,string:3,0,0,3,False,
crash,data.phase,3,3,string:3,0,0,1,False,
crash,data.stack,3,3,string:3,0,1,3,False,
crash,data.type,3,3,string:3,0,0,2,False,
crash,data.unitId,3,3,string:3,0,0,3,False,
crash,data.workspace,3,3,string:3,0,0,1,False,
gameStartEvent,data.<empty>,8,8,bool:8,0,0,1,False,
gameWindowFocusEvent,data.<empty>,33,33,bool:33,0,0,1,False,
gameWindowUnfocusEvent,data.<empty>,35,35,bool:35,0,0,1,False,
questEvent,data.questEventType,82,82,string:82,0,0,2,False,
questEvent,data.questID,82,82,string:82,0,0,34,False,
questEvent,data.questName,82,82,string:82,0,0,34,False,
questEvent,data.questSuccessOrFailure,37,82,string:37,0,0,1,False,
soilMachine,data.actionType,36,36,string:36,0,0,1,False,
soilMachine,data.canisterType,36,36,string:36,0,0,4,False,
soilMachine,data.floor,36,36,string:36,0,0,4,False,
soilMachine,data.machine,36,36,string:36,0,0,2,False,
soilMachine,data.row,36,36,string:36,0,0,2,False,
