eventType,sceneName,record_count,first_timestamp,last_timestamp,span_in_scene
argumentationAnswerEvent,Unit 1 Dev,8,2026-09-05T21:18:41.988000+00:00,2026-09-05T21:32:32.512000+00:00,13m 50s
argumentationAnswerEvent,Unit 2 Prod (Refactor),9,2026-09-05T22:10:09.593000+00:00,2026-09-05T22:13:31.983000+00:00,3m 22s
argumentationAnswerEvent,Unit 3 Dev,6,2026-09-05T22:29:28.360000+00:00,2026-09-05T22:31:32.716000+00:00,2m 4s
argumentationAnswerEvent,Unit 4 Dev - Anderson Base,15,2026-09-05T23:27:47.673000+00:00,2026-09-05T23:30:38.987000+00:00,2m 51s
argumentationAnswerEvent,Unit 5 Dev,12,2026-09-05T23:55:00.892000+00:00,2026-09-05T23:56:45.641000+00:00,1m 44s
argumentationEvent,Unit 1 Dev,8,2026-09-05T21:18:36.759000+00:00,2026-09-05T21:32:32.515000+00:00,13m 55s
argumentationEvent,Unit 2 Prod (Refactor),2,2026-09-05T22:09:30.878000+00:00,2026-09-05T22:13:31.986000+00:00,4m 1s
argumentationEvent,Unit 3 Dev,3,2026-09-05T22:28:26.699000+00:00,2026-09-05T22:31:32.750000+00:00,3m 6s
argumentationEvent,Unit 4 Dev - Anderson Base,3,2026-09-05T23:25:38.247000+00:00,2026-09-05T23:30:39.021000+00:00,5m 0s
argumentationEvent,Unit 5 Dev,2,2026-09-05T23:54:51.221000+00:00,2026-09-05T23:56:45.646000+00:00,1m 54s
argumentationNodeEvent,Unit 1 Dev,82,2026-09-05T21:18:37.536000+00:00,2026-09-05T21:32:31.712000+00:00,13m 54s
argumentationNodeEvent,Unit 2 Prod (Refactor),113,2026-09-05T22:09:32.177000+00:00,2026-09-05T22:13:30.449000+00:00,3m 58s
argumentationNodeEvent,Unit 3 Dev,145,2026-09-05T22:28:31.034000+00:00,2026-09-05T22:31:31.082000+00:00,3m 0s
argumentationNodeEvent,Unit 4 Dev - Anderson Base,257,2026-09-05T23:25:43.816000+00:00,2026-09-05T23:30:38.253000+00:00,4m 54s
argumentationNodeEvent,Unit 5 Dev,146,2026-09-05T23:54:53.088000+00:00,2026-09-05T23:56:44.208000+00:00,1m 51s
argumentationToolEvent,Unit 1 Dev,8,2026-09-05T21:18:36.074000+00:00,2026-09-05T21:32:11.803000+00:00,13m 35s
argumentationToolEvent,Unit 2 Prod (Refactor),2,2026-09-05T22:10:07.627000+00:00,2026-09-05T22:10:08.459000+00:00,0.8s
argumentationToolEvent,Unit 3 Dev,2,2026-09-05T22:28:29.299000+00:00,2026-09-05T22:28:29.800000+00:00,0.5s
chatEvent,Unit 5 Dev,1,2026-09-05T23:53:07.703000+00:00,2026-09-05T23:53:07.703000+00:00,0.0s
chatEvent,Unit 5 Dev - Dungeon,1,2026-09-05T23:36:27.269000+00:00,2026-09-05T23:36:27.269000+00:00,0.0s
crash,<missing sceneName>,3,,,?
gameStartEvent,MainMenu,8,2026-09-05T21:10:39.937000+00:00,2026-09-05T23:36:25.419000+00:00,2h 25m
gameWindowFocusEvent,MainMenu,1,2026-09-05T22:15:01.451000+00:00,2026-09-05T22:15:01.451000+00:00,0.0s
gameWindowFocusEvent,PodsEscapingCopernicus Cutscene,1,2026-09-05T21:35:43.736000+00:00,2026-09-05T21:35:43.736000+00:00,0.0s
gameWindowFocusEvent,Transition,1,2026-09-05T21:10:45.141000+00:00,2026-09-05T21:10:45.141000+00:00,0.0s
gameWindowFocusEvent,Unit 1 Dev,8,2026-09-05T21:11:03.614000+00:00,2026-09-05T21:34:35.272000+00:00,23m 31s
gameWindowFocusEvent,Unit 2 Prod (Refactor),4,2026-09-05T21:36:08.875000+00:00,2026-09-05T22:12:54.258000+00:00,36m 45s
gameWindowFocusEvent,Unit 3 Dev,5,2026-09-05T22:20:08.462000+00:00,2026-09-05T22:45:44.222000+00:00,25m 35s
gameWindowFocusEvent,Unit 3 Dungeon Dev,3,2026-09-05T22:37:06.446000+00:00,2026-09-05T22:42:30.795000+00:00,5m 24s
gameWindowFocusEvent,Unit 4 Dev,2,2026-09-05T22:58:00.642000+00:00,2026-09-05T23:21:04.813000+00:00,23m 4s
gameWindowFocusEvent,Unit 4 Dev - Anderson Base,2,2026-09-05T23:27:30.309000+00:00,2026-09-05T23:29:09.381000+00:00,1m 39s
gameWindowFocusEvent,Unit 4 Dev - Dungeon,4,2026-09-05T23:04:17.909000+00:00,2026-09-05T23:18:10.185000+00:00,13m 52s
gameWindowFocusEvent,Unit 5 Dev,2,2026-09-05T23:53:25.527000+00:00,2026-09-05T23:57:40.562000+00:00,4m 15s
gameWindowUnfocusEvent,MainMenu,1,2026-09-05T22:14:57.375000+00:00,2026-09-05T22:14:57.375000+00:00,0.0s
gameWindowUnfocusEvent,PodsEscapingCopernicus Cutscene,1,2026-09-05T21:35:31.465000+00:00,2026-09-05T21:35:31.465000+00:00,0.0s
gameWindowUnfocusEvent,Transition,1,2026-09-05T21:10:43.298000+00:00,2026-09-05T21:10:43.298000+00:00,0.0s
gameWindowUnfocusEvent,Unit 1 Dev,9,2026-09-05T21:10:56.853000+00:00,2026-09-05T21:34:16.893000+00:00,23m 20s
gameWindowUnfocusEvent,Unit 2 Prod (Refactor),4,2026-09-05T21:36:01.337000+00:00,2026-09-05T22:11:22.264000+00:00,35m 20s
gameWindowUnfocusEvent,Unit 3 Dev,6,2026-09-05T22:19:43.061000+00:00,2026-09-05T22:45:43.572000+00:00,26m 0s
gameWindowUnfocusEvent,Unit 3 Dungeon Dev,3,2026-09-05T22:37:04.420000+00:00,2026-09-05T22:42:27.869000+00:00,5m 23s
gameWindowUnfocusEvent,Unit 4 Dev,2,2026-09-05T22:57:58.471000+00:00,2026-09-05T23:20:53.667000+00:00,22m 55s
gameWindowUnfocusEvent,Unit 4 Dev - Anderson Base,2,2026-09-05T23:25:44.835000+00:00,2026-09-05T23:29:07.290000+00:00,3m 22s
gameWindowUnfocusEvent,Unit 4 Dev - Dungeon,4,2026-09-05T23:02:52.181000+00:00,2026-09-05T23:16:29.428000+00:00,13m 37s
gameWindowUnfocusEvent,Unit 5 Dev,2,2026-09-05T23:53:23.817000+00:00,2026-09-05T23:57:17.929000+00:00,3m 54s
questEvent,Unit 1 Dev,24,2026-09-05T21:11:02.328000+00:00,2026-09-05T21:34:01.728000+00:00,22m 59s
questEvent,Unit 2 Prod (Refactor),12,2026-09-05T21:36:35.594000+00:00,2026-09-05T22:14:17.737000+00:00,37m 42s
questEvent,Unit 3 Dev,11,2026-09-05T22:16:33.698000+00:00,2026-09-05T22:51:12.220000+00:00,34m 38s
questEvent,Unit 3 Dungeon Dev,2,2026-09-05T22:36:59.728000+00:00,2026-09-05T22:42:54.743000+00:00,5m 55s
questEvent,Unit 4 Dev,8,2026-09-05T22:56:02.104000+00:00,2026-09-05T23:35:42.847000+00:00,39m 40s
questEvent,Unit 4 Dev - Anderson Base,2,2026-09-05T23:23:55.014000+00:00,2026-09-05T23:30:50.659000+00:00,6m 55s
questEvent,Unit 4 Dev - Dungeon,9,2026-09-05T23:04:20.952000+00:00,2026-09-05T23:18:13.007000+00:00,13m 52s
questEvent,Unit 5 Dev,7,2026-09-05T23:53:39.320000+00:00,2026-09-05T23:59:31.704000+00:00,5m 52s
questEvent,Unit 5 Dev - Dungeon,7,2026-09-05T23:36:27.298000+00:00,2026-09-05T23:50:28.217000+00:00,14m 0s
soilMachine,Unit 4 Dev - Dungeon,36,2026-09-05T23:10:32.540000+00:00,2026-09-05T23:20:07.925000+00:00,9m 35s
