kind,eventType,ref,scene,data
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7568] _id=6a9cc95c485cab4c95405eec ts=2026-09-06T02:00:26.0500000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 1"", ""timestamp"": ""2026-09-06T02:00:26.0500000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7509] _id=6a9cc95f485cab4c95405f3e ts=2026-09-06T02:00:55.2290000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:00:58.5660000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7508] _id=6a9cc95f485cab4c95405f40 ts=2026-09-06T02:00:55.2290000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:00:58.5660000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7505] _id=6a9cc960485cab4c95405f44 ts=2026-09-06T02:00:55.2640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7504] _id=6a9cc960485cab4c95405f46 ts=2026-09-06T02:00:55.2640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7499] _id=6a9cc960485cab4c95405f4e ts=2026-09-06T02:00:58.4320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7498] _id=6a9cc960485cab4c95405f50 ts=2026-09-06T02:00:58.4320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7497] _id=6a9cc960485cab4c95405f52 ts=2026-09-06T02:00:58.4320000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7495] _id=6a9cc960485cab4c95405f54 ts=2026-09-06T02:00:58.5660000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7496] _id=6a9cc960485cab4c95405f56 ts=2026-09-06T02:00:58.5660000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:00:59.2330000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7355] _id=6a9cc96c485cab4c95406062 ts=2026-09-06T02:01:14.7060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-06T02:01:14.7060000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[7356] _id=6a9cc96c485cab4c95406064 ts=2026-09-06T02:01:14.7060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-06T02:01:14.7060000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6933] _id=6a9cc9a4485cab4c954063b4 ts=2026-09-06T02:02:09.5980000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6934] _id=6a9cc9a4485cab4c954063b6 ts=2026-09-06T02:02:09.5980000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6932] _id=6a9cc9a5485cab4c954063b8 ts=2026-09-06T02:02:09.5980000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6927] _id=6a9cc9a5485cab4c954063be ts=2026-09-06T02:02:09.9650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6926] _id=6a9cc9a5485cab4c954063c0 ts=2026-09-06T02:02:09.9650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:02:11.4290000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6830] _id=6a9cc9af485cab4c95406486 ts=2026-09-06T02:02:21.9010000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:02:21.9010000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6834] _id=6a9cc9af485cab4c95406488 ts=2026-09-06T02:02:21.9010000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:02:21.9010000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6555] _id=6a9cc9d7485cab4c954066a4 ts=2026-09-06T02:03:02.2850000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:03:02.2850000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6556] _id=6a9cc9d7485cab4c954066a6 ts=2026-09-06T02:03:02.2850000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-06T02:03:02.2850000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6496] _id=6a9cc9de485cab4c9540671a ts=2026-09-06T02:03:08.5880000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:03:08.5880000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6497] _id=6a9cc9de485cab4c9540671c ts=2026-09-06T02:03:08.5880000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:03:08.5880000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6139] _id=6a9cca09485cab4c954069e6 ts=2026-09-06T02:03:51.7400000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:03:51.7400000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[6138] _id=6a9cca09485cab4c954069e8 ts=2026-09-06T02:03:51.7400000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:03:51.7400000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5917] _id=6a9cca28485cab4c95406ba6 ts=2026-09-06T02:04:21.1240000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-06T02:04:21.1240000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5918] _id=6a9cca28485cab4c95406ba8 ts=2026-09-06T02:04:21.1240000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-06T02:04:21.1240000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5762] _id=6a9cca35485cab4c95406cda ts=2026-09-06T02:04:35.4950000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:04:35.4950000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5763] _id=6a9cca35485cab4c95406cdc ts=2026-09-06T02:04:35.4950000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 6"", ""timestamp"": ""2026-09-06T02:04:35.4950000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5734] _id=6a9cca38485cab4c95406d14 ts=2026-09-06T02:04:37.8280000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:04:37.8280000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5732] _id=6a9cca38485cab4c95406d16 ts=2026-09-06T02:04:37.8280000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:04:37.8280000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5404] _id=6a9cca66485cab4c95406fa8 ts=2026-09-06T02:05:24.9510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:05:24.9510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5403] _id=6a9cca66485cab4c95406faa ts=2026-09-06T02:05:24.9510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:05:24.9510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5376] _id=6a9cca69485cab4c95406fda ts=2026-09-06T02:05:27.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:05:27.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5375] _id=6a9cca69485cab4c95406fdc ts=2026-09-06T02:05:27.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:05:27.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5144] _id=6a9cca88485cab4c954071a8 ts=2026-09-06T02:05:58.2650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:05:58.2650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5143] _id=6a9cca88485cab4c954071aa ts=2026-09-06T02:05:58.2650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 3"", ""timestamp"": ""2026-09-06T02:05:58.2650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5116] _id=6a9cca8b485cab4c954071ec ts=2026-09-06T02:06:00.4990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5115] _id=6a9cca8b485cab4c954071ee ts=2026-09-06T02:06:00.4990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5106] _id=6a9cca8c485cab4c954071fa ts=2026-09-06T02:06:00.8970000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5107] _id=6a9cca8c485cab4c954071fc ts=2026-09-06T02:06:00.8970000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5104] _id=6a9cca8c485cab4c954071fe ts=2026-09-06T02:06:00.9310000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[5105] _id=6a9cca8c485cab4c95407200 ts=2026-09-06T02:06:00.9310000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Piece 1"", ""timestamp"": ""2026-09-06T02:06:01.0650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4986] _id=6a9ccaa0485cab4c954072e4 ts=2026-09-06T02:06:23.1100000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4988] _id=6a9ccaa0485cab4c954072e6 ts=2026-09-06T02:06:23.1100000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4987] _id=6a9ccaa0485cab4c954072e8 ts=2026-09-06T02:06:23.1100000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:06:23.1100000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4681] _id=6a9ccac6485cab4c95407538 ts=2026-09-06T02:07:01.1600000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 5"", ""timestamp"": ""2026-09-06T02:07:01.1600000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4683] _id=6a9ccac6485cab4c9540753a ts=2026-09-06T02:07:01.1600000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 5"", ""timestamp"": ""2026-09-06T02:07:01.1600000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4685] _id=6a9ccac6485cab4c95407540 ts=2026-09-06T02:07:01.1600000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:07:01.1600000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4687] _id=6a9ccac6485cab4c95407542 ts=2026-09-06T02:07:01.1600000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-06T02:07:01.1600000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4620] _id=6a9ccad9485cab4c954075cc ts=2026-09-06T02:07:19.2680000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:07:19.2680000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4621] _id=6a9ccad9485cab4c954075ce ts=2026-09-06T02:07:19.2680000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-06T02:07:19.2680000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4052] _id=6a9d7fa8485cab4c95407a4a ts=2026-09-06T14:58:49.5530000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:49.5530000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4050] _id=6a9d7fa9485cab4c95407a4c ts=2026-09-06T14:58:49.5530000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:49.5530000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4049] _id=6a9d7fa9485cab4c95407a4e ts=2026-09-06T14:58:49.5530000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:49.5530000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4038] _id=6a9d7faa485cab4c95407a60 ts=2026-09-06T14:58:50.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:50.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4037] _id=6a9d7faa485cab4c95407a62 ts=2026-09-06T14:58:50.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:50.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4041] _id=6a9d7faa485cab4c95407a66 ts=2026-09-06T14:58:50.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:50.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4040] _id=6a9d7faa485cab4c95407a68 ts=2026-09-06T14:58:50.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:50.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4039] _id=6a9d7fab485cab4c95407a6a ts=2026-09-06T14:58:50.0840000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:58:50.0840000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4030] _id=6a9d7fb4485cab4c95407a72 ts=2026-09-06T14:59:00.6910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:00.6910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4026] _id=6a9d7fb4485cab4c95407a74 ts=2026-09-06T14:59:00.6910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:00.6910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4032] _id=6a9d7fb4485cab4c95407a78 ts=2026-09-06T14:59:00.6910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:00.6910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4028] _id=6a9d7fb4485cab4c95407a7a ts=2026-09-06T14:59:00.6910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:00.6910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4029] _id=6a9d7fb4485cab4c95407a7c ts=2026-09-06T14:59:00.6910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:00.6910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4004] _id=6a9d7fca485cab4c95407aae ts=2026-09-06T14:59:21.5990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:21.5990000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-4.stratalog.logdata.json[4003] _id=6a9d7fca485cab4c95407ab0 ts=2026-09-06T14:59:21.5990000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-06T14:59:21.5990000Z""}"
