eventType,field_path,value,type,count,value_list_truncated
ObjectInterEvent,data.actionType,"""Press E To Place Glyph""",string,3,False
ObjectInterEvent,data.actionType,"""Press E To Return To Base""",string,3,False
ObjectInterEvent,data.actionType,"""Press E To Scan""",string,3,False
ObjectInterEvent,data.actionType,"""Press E to Place Pipe Segment""",string,3,False
ObjectInterEvent,data.actionType,"""Push E To Grab Crate""",string,3,False
ObjectInterEvent,data.actionType,"""Press E To Change Direction""",string,2,False
ObjectInterEvent,data.actionType,"""Inspect Alien Glyph""",string,1,False
ObjectInterEvent,data.actionType,"""Press E To Pick Up""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to Collect""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to Pickup Canister""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect cameras""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect mega turnips""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect super orange""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect ultra corn""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to deactivate the fountain""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to place""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to place canister""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to place glyph""",string,1,False
ObjectInterEvent,data.actionType,"""Press [E/Action button] to enter escape pod """,string,1,False
ObjectInterEvent,data.actionType,"""Push E To Place Crate On Hoverboard""",string,1,False
ObjectInterEvent,data.actionType,"""TurnOff""",string,1,False
ObjectInterEvent,data.objectName,"""Powercube""",string,24,True
ObjectInterEvent,data.objectName,"""Power Dock""",string,11,True
ObjectInterEvent,data.objectName,"""Topography Piece 2""",string,11,True
ObjectInterEvent,data.objectName,"""Glyph Socket 2""",string,10,True
ObjectInterEvent,data.objectName,"""Glyph Socket 6""",string,10,True
ObjectInterEvent,data.objectName,"""Topography Piece 6""",string,10,True
ObjectInterEvent,data.objectName,"""Glyph Socket 3""",string,8,True
ObjectInterEvent,data.objectName,"""Glyph Socket 5""",string,8,True
ObjectInterEvent,data.objectName,"""Soil View""",string,8,True
ObjectInterEvent,data.objectName,"""Topography Piece 3""",string,8,True
ObjectInterEvent,data.objectName,"""Topography Piece 5""",string,8,True
ObjectInterEvent,data.objectName,"""Glyph Socket 1""",string,7,True
ObjectInterEvent,data.objectName,"""Topography Piece 1""",string,7,True
ObjectInterEvent,data.objectName,"""Toppo""",string,6,True
ObjectInterEvent,data.objectName,"""Glyph Socket 4""",string,5,True
ObjectInterEvent,data.objectName,"""Topography Piece 4""",string,5,True
ObjectInterEvent,data.objectName,"""Garden Plot (Super)""",string,4,True
ObjectInterEvent,data.objectName,"""Player Locker""",string,4,True
ObjectInterEvent,data.objectName,"""Use Elevator""",string,4,True
ObjectInterEvent,data.objectName,"""Anderson""",string,3,True
ObjectInterEvent,data.objectName,"""Aryn""",string,3,True
ObjectInterEvent,data.objectName,"""Missing Piece""",string,3,True
ObjectInterEvent,data.objectName,"""Pipe""",string,3,True
ObjectInterEvent,data.objectName,"""Supply Crate""",string,3,True
ObjectInterEvent,data.objectName,"""Elevator (Floor 2)""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 1""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 2""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 3""",string,2,True
ObjectInterEvent,data.objectName,"""Glyph Dock B""",string,2,True
ObjectInterEvent,data.objectName,"""Glyph Dock D""",string,2,True
ObjectInterEvent,data.objectName,"""Jasper""",string,2,True
ObjectInterEvent,data.objectName,"""Portal""",string,2,True
ObjectInterEvent,data.objectName,"""Soil Key Puzzle Soil""",string,2,True
ObjectInterEvent,data.objectName,"""Alien Glyph""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 2, Canal 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 2, Canal 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 3 Canal 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 3, Canal 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Crash Pod""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern Ocean""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Distance""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Salinity""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Waterfall Flow""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Waterfall Height""",string,1,True
ObjectInterEvent,data.objectName,"""Flow Controller (Wing 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Flow Controller (Wing 3)""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Dock C""",string,1,True
ObjectInterEvent,data.objectName,"""Sensors Crate""",string,1,True
ObjectInterEvent,data.objectName,"""Soil Key""",string,1,True
ObjectInterEvent,data.objectName,"""Soil Key Puzzle Soil Key Room""",string,1,True
ObjectInterEvent,data.objectName,"""Soil Key Puzzle Soil Outside Temple""",string,1,True
ObjectInterEvent,data.objectName,"""Supply Crate 1""",string,1,True
ObjectInterEvent,data.objectName,"""Teleporter""",string,1,True
ObjectInterEvent,data.objectName,"""Tera""",string,1,True
ObjectInterEvent,data.objectName,"""TopomapSimulation""",string,1,True
ObjectInterEvent,data.objectName,"""Western River Distance""",string,1,True
ObjectInterEvent,data.objectName,"""Western River Salinity""",string,1,True
ObjectInterEvent,data.objectName,"""Western River Waterfall Flow""",string,1,True
ObjectInterEvent,data.objectName,"""Western River Waterfall Height""",string,1,True
PlayerPositionEvent,data.position.x,-19.1325188,number,476,True
PlayerPositionEvent,data.position.x,1401.06335,number,107,True
PlayerPositionEvent,data.position.x,1419.46692,number,62,True
PlayerPositionEvent,data.position.x,355.2699,number,45,True
PlayerPositionEvent,data.position.x,-17.8494778,number,22,True
PlayerPositionEvent,data.position.x,787.31,number,21,True
PlayerPositionEvent,data.position.x,-1.92,number,17,True
PlayerPositionEvent,data.position.x,-15.5932951,number,17,True
PlayerPositionEvent,data.position.x,1543.03687,number,17,True
PlayerPositionEvent,data.position.x,330.338135,number,15,True
PlayerPositionEvent,data.position.x,26.0871544,number,14,True
PlayerPositionEvent,data.position.x,-39.4726753,number,13,True
PlayerPositionEvent,data.position.x,18.891,number,13,True
PlayerPositionEvent,data.position.x,784.2,number,11,True
PlayerPositionEvent,data.position.x,-498.992218,number,10,True
PlayerPositionEvent,data.position.x,1095.80994,number,10,True
PlayerPositionEvent,data.position.x,-252.310211,number,9,True
PlayerPositionEvent,data.position.x,-13.4219284,number,8,True
PlayerPositionEvent,data.position.x,-15.4261,number,7,True
PlayerPositionEvent,data.position.x,-276.074554,number,7,True
PlayerPositionEvent,data.position.x,1059.136,number,7,True
PlayerPositionEvent,data.position.x,-42.52,number,6,True
PlayerPositionEvent,data.position.x,1418.32556,number,6,True
PlayerPositionEvent,data.position.x,1549.8479,number,6,True
PlayerPositionEvent,data.position.x,-17.147377,number,5,True
PlayerPositionEvent,data.position.x,-235.54097,number,5,True
PlayerPositionEvent,data.position.x,-300.5871,number,5,True
PlayerPositionEvent,data.position.x,-558.38,number,5,True
PlayerPositionEvent,data.position.x,1131.4054,number,5,True
PlayerPositionEvent,data.position.x,564.796631,number,5,True
PlayerPositionEvent,data.position.x,936.5132,number,5,True
PlayerPositionEvent,data.position.x,-5.16296244,number,4,True
PlayerPositionEvent,data.position.x,-1.21600008,number,3,True
PlayerPositionEvent,data.position.x,1009.52307,number,3,True
PlayerPositionEvent,data.position.x,1067.90991,number,3,True
PlayerPositionEvent,data.position.x,1096.55859,number,3,True
PlayerPositionEvent,data.position.x,2.93732023,number,3,True
PlayerPositionEvent,data.position.x,479.600037,number,3,True
PlayerPositionEvent,data.position.x,996.1858,number,3,True
PlayerPositionEvent,data.position.x,-100.566193,number,2,True
PlayerPositionEvent,data.position.x,-103.98745,number,2,True
PlayerPositionEvent,data.position.x,-18.287199,number,2,True
PlayerPositionEvent,data.position.x,-232.633636,number,2,True
PlayerPositionEvent,data.position.x,-267.53418,number,2,True
PlayerPositionEvent,data.position.x,-274.261017,number,2,True
PlayerPositionEvent,data.position.x,-3.82,number,2,True
PlayerPositionEvent,data.position.x,-394.386658,number,2,True
PlayerPositionEvent,data.position.x,-562.3219,number,2,True
PlayerPositionEvent,data.position.x,-6.07057571,number,2,True
PlayerPositionEvent,data.position.x,1110.47827,number,2,True
PlayerPositionEvent,data.position.x,1416.00488,number,2,True
PlayerPositionEvent,data.position.x,16.674118,number,2,True
PlayerPositionEvent,data.position.x,294.108643,number,2,True
PlayerPositionEvent,data.position.x,305,number,2,True
PlayerPositionEvent,data.position.x,354.4411,number,2,True
PlayerPositionEvent,data.position.x,39.6879845,number,2,True
PlayerPositionEvent,data.position.x,467.3545,number,2,True
PlayerPositionEvent,data.position.x,895.4579,number,2,True
PlayerPositionEvent,data.position.x,934.108459,number,2,True
PlayerPositionEvent,data.position.x,942.2722,number,2,True
PlayerPositionEvent,data.position.y,0.0202025175,number,476,True
PlayerPositionEvent,data.position.y,101.643677,number,91,True
PlayerPositionEvent,data.position.y,101.643684,number,89,True
PlayerPositionEvent,data.position.y,-72.6430359,number,45,True
PlayerPositionEvent,data.position.y,0.0526458025,number,22,True
PlayerPositionEvent,data.position.y,-69.1,number,21,True
PlayerPositionEvent,data.position.y,153.720032,number,18,True
PlayerPositionEvent,data.position.y,-85.4275,number,17,True
PlayerPositionEvent,data.position.y,0.05256009,number,17,True
PlayerPositionEvent,data.position.y,153.720016,number,17,True
PlayerPositionEvent,data.position.y,28.66,number,17,True
PlayerPositionEvent,data.position.y,-73.01,number,15,True
PlayerPositionEvent,data.position.y,0.05240345,number,14,True
PlayerPositionEvent,data.position.y,0,number,13,True
PlayerPositionEvent,data.position.y,58.4554367,number,13,True
PlayerPositionEvent,data.position.y,-78.7435,number,10,True
PlayerPositionEvent,data.position.y,-85.35872,number,10,True
PlayerPositionEvent,data.position.y,153.11,number,10,True
PlayerPositionEvent,data.position.y,0.0200179815,number,8,True
PlayerPositionEvent,data.position.y,153.915833,number,8,True
PlayerPositionEvent,data.position.y,-106.235588,number,7,True
PlayerPositionEvent,data.position.y,0.0526217222,number,7,True
PlayerPositionEvent,data.position.y,153.72,number,7,True
PlayerPositionEvent,data.position.y,155.171692,number,7,True
PlayerPositionEvent,data.position.y,58.99,number,6,True
PlayerPositionEvent,data.position.y,-106.235435,number,5,True
PlayerPositionEvent,data.position.y,-76,number,5,True
PlayerPositionEvent,data.position.y,-85.41795,number,5,True
PlayerPositionEvent,data.position.y,-89.2340546,number,5,True
PlayerPositionEvent,data.position.y,0.0526367426,number,5,True
PlayerPositionEvent,data.position.y,140.832748,number,5,True
PlayerPositionEvent,data.position.y,153.720047,number,5,True
PlayerPositionEvent,data.position.y,-1.32341635,number,4,True
PlayerPositionEvent,data.position.y,-85.35792,number,4,True
PlayerPositionEvent,data.position.y,153.931244,number,4,True
PlayerPositionEvent,data.position.y,-23.0217628,number,3,True
PlayerPositionEvent,data.position.y,0.0522047281,number,3,True
PlayerPositionEvent,data.position.y,120,number,3,True
PlayerPositionEvent,data.position.y,153.120132,number,3,True
PlayerPositionEvent,data.position.y,154.05,number,3,True
PlayerPositionEvent,data.position.y,154.11998,number,3,True
PlayerPositionEvent,data.position.y,154.120041,number,3,True
PlayerPositionEvent,data.position.y,29.9986572,number,3,True
PlayerPositionEvent,data.position.y,60.0017548,number,3,True
PlayerPositionEvent,data.position.y,-106.235611,number,2,True
PlayerPositionEvent,data.position.y,-22.8643074,number,2,True
PlayerPositionEvent,data.position.y,-72.63615,number,2,True
PlayerPositionEvent,data.position.y,-75.62326,number,2,True
PlayerPositionEvent,data.position.y,-75.89409,number,2,True
PlayerPositionEvent,data.position.y,-85.35789,number,2,True
PlayerPositionEvent,data.position.y,-85.35878,number,2,True
PlayerPositionEvent,data.position.y,0.0199980736,number,2,True
PlayerPositionEvent,data.position.y,0.0525591373,number,2,True
PlayerPositionEvent,data.position.y,0.052777648,number,2,True
PlayerPositionEvent,data.position.y,103.6258,number,2,True
PlayerPositionEvent,data.position.y,153.7201,number,2,True
PlayerPositionEvent,data.position.y,154.120026,number,2,True
PlayerPositionEvent,data.position.y,154.901413,number,2,True
PlayerPositionEvent,data.position.y,43.20441,number,2,True
PlayerPositionEvent,data.position.y,89.99999,number,2,True
PlayerPositionEvent,data.position.z,-65.5733948,number,476,True
PlayerPositionEvent,data.position.z,1115.58008,number,107,True
PlayerPositionEvent,data.position.z,1129.955,number,62,True
PlayerPositionEvent,data.position.z,181.9498,number,45,True
PlayerPositionEvent,data.position.z,-75.54094,number,22,True
PlayerPositionEvent,data.position.z,-639.68,number,21,True
PlayerPositionEvent,data.position.z,-706.787659,number,17,True
PlayerPositionEvent,data.position.z,-99.13379,number,17,True
PlayerPositionEvent,data.position.z,17.96,number,17,True
PlayerPositionEvent,data.position.z,174.636215,number,15,True
PlayerPositionEvent,data.position.z,16.9945374,number,14,True
PlayerPositionEvent,data.position.z,-28.7161236,number,13,True
PlayerPositionEvent,data.position.z,-57.984,number,13,True
PlayerPositionEvent,data.position.z,1235.51,number,11,True
PlayerPositionEvent,data.position.z,-934.773132,number,10,True
PlayerPositionEvent,data.position.z,1366.37573,number,10,True
PlayerPositionEvent,data.position.z,-936.31134,number,9,True
PlayerPositionEvent,data.position.z,-99.13393,number,8,True
PlayerPositionEvent,data.position.z,-196.015427,number,7,True
PlayerPositionEvent,data.position.z,-99.63165,number,7,True
PlayerPositionEvent,data.position.z,1207.469,number,7,True
PlayerPositionEvent,data.position.z,-17.87,number,6,True
PlayerPositionEvent,data.position.z,-709.9282,number,6,True
PlayerPositionEvent,data.position.z,1129.93054,number,6,True
PlayerPositionEvent,data.position.z,-220.592072,number,5,True
PlayerPositionEvent,data.position.z,-61.35927,number,5,True
PlayerPositionEvent,data.position.z,-928.37616,number,5,True
PlayerPositionEvent,data.position.z,-930.25,number,5,True
PlayerPositionEvent,data.position.z,1263.05872,number,5,True
PlayerPositionEvent,data.position.z,1450.85229,number,5,True
PlayerPositionEvent,data.position.z,957.0772,number,5,True
PlayerPositionEvent,data.position.z,115.001579,number,4,True
PlayerPositionEvent,data.position.z,-103.679695,number,3,True
PlayerPositionEvent,data.position.z,-29.9785137,number,3,True
PlayerPositionEvent,data.position.z,1168.595,number,3,True
PlayerPositionEvent,data.position.z,1214.1311,number,3,True
PlayerPositionEvent,data.position.z,1266.90613,number,3,True
PlayerPositionEvent,data.position.z,1382.03015,number,3,True
PlayerPositionEvent,data.position.z,39,number,3,True
PlayerPositionEvent,data.position.z,-103.68,number,2,True
PlayerPositionEvent,data.position.z,-224.826111,number,2,True
PlayerPositionEvent,data.position.z,-333.574249,number,2,True
PlayerPositionEvent,data.position.z,-341.8728,number,2,True
PlayerPositionEvent,data.position.z,-64.5871,number,2,True
PlayerPositionEvent,data.position.z,-900.638367,number,2,True
PlayerPositionEvent,data.position.z,-901.9513,number,2,True
PlayerPositionEvent,data.position.z,-929.5774,number,2,True
PlayerPositionEvent,data.position.z,-929.7357,number,2,True
PlayerPositionEvent,data.position.z,-947.7575,number,2,True
PlayerPositionEvent,data.position.z,-98.203,number,2,True
PlayerPositionEvent,data.position.z,-98.60325,number,2,True
PlayerPositionEvent,data.position.z,1126.791,number,2,True
PlayerPositionEvent,data.position.z,1231.78491,number,2,True
PlayerPositionEvent,data.position.z,1262.606,number,2,True
PlayerPositionEvent,data.position.z,1267.28162,number,2,True
PlayerPositionEvent,data.position.z,143.205536,number,2,True
PlayerPositionEvent,data.position.z,1576.95264,number,2,True
PlayerPositionEvent,data.position.z,1601.31189,number,2,True
PlayerPositionEvent,data.position.z,182.4099,number,2,True
PlayerPositionEvent,data.position.z,39.45,number,2,True
PuzzlePieceVisibleEvent,data.actionType,"""BecameVisible""",string,1107,False
PuzzlePieceVisibleEvent,data.actionType,"""BecameInvisible""",string,1054,False
PuzzlePieceVisibleEvent,data.actionType,"""BecameCameraCentered""",string,552,False
PuzzlePieceVisibleEvent,data.actionType,"""BecameCameraUncentered""",string,531,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 5""",string,249,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 3""",string,247,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 6""",string,236,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 2""",string,217,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 4""",string,213,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 1""",string,192,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 6""",string,192,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 3""",string,191,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 5""",string,185,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Slot 1""",string,175,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Slot 1""",string,166,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 4""",string,151,False
PuzzlePieceVisibleEvent,data.pieceId,"""Topography Piece 2""",string,137,False
PuzzlePieceVisibleEvent,data.pieceId,"""Watershed Piece 5""",string,50,False
PuzzlePieceVisibleEvent,data.pieceId,"""Watershed Piece 1""",string,45,False
PuzzlePieceVisibleEvent,data.pieceId,"""Watershed Piece 2""",string,43,False
PuzzlePieceVisibleEvent,data.pieceId,"""Watershed Piece 3""",string,41,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Piece Bedrock""",string,36,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Slot Bedrock""",string,34,False
PuzzlePieceVisibleEvent,data.pieceId,"""Watershed Piece 4""",string,33,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Piece Clay""",string,32,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Piece Gravel""",string,32,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Slot Gravel""",string,30,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Piece 3""",string,29,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Piece Sand""",string,28,False
PuzzlePieceVisibleEvent,data.pieceId,"""WatershedSlotWall""",string,26,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Slot Clay""",string,22,False
PuzzlePieceVisibleEvent,data.pieceId,"""Soil Infiltration Puzzle Slot Sand""",string,22,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Piece 1""",string,21,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Slot 3""",string,20,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Slot 2""",string,18,False
PuzzlePieceVisibleEvent,data.pieceId,"""Dissolving Particles Piece 2""",string,17,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Piece B""",string,17,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Piece D""",string,16,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Piece A""",string,15,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Slot A""",string,15,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Slot D""",string,14,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Slot C""",string,13,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Piece C""",string,12,False
PuzzlePieceVisibleEvent,data.pieceId,"""Evaporation Puzzle Slot B""",string,12,False
PuzzlePieceVisibleEvent,data.timestamp,"""2026-09-06T02:06:01.0650000Z""",string,16,True
