eventType,sceneName,record_count,first_timestamp,last_timestamp,span_in_scene
Soil Key Puzzle,Unit 3 Dev,12,2026-09-06T15:49:13.767000+00:00,2026-09-06T15:49:24.564000+00:00,10.8s
Soil Key Puzzle,Unit 4 Dev,14,2026-09-06T16:09:59.297000+00:00,2026-09-06T16:10:12.636000+00:00,13.3s
TerasGardenBox,Unit 4 Dev,6,2026-09-06T16:23:06.629000+00:00,2026-09-06T16:23:45.678000+00:00,39.0s
TopographicMapEvent,Unit 2 Prod (Refactor),18,2026-09-06T02:00:44.258000+00:00,2026-09-06T15:19:42.220000+00:00,13h 18m
TopographicMapEvent,Unit 3 Dev,4,2026-09-06T15:35:51.548000+00:00,2026-09-06T15:58:34.796000+00:00,22m 43s
argumentationAnswerEvent,Unit 1 Dev,2,2026-09-06T01:53:56.011000+00:00,2026-09-06T01:54:17.721000+00:00,21.7s
argumentationAnswerEvent,Unit 2 Prod (Refactor),1,2026-09-06T15:31:15.666000+00:00,2026-09-06T15:31:15.666000+00:00,0.0s
argumentationAnswerEvent,Unit 3 Dev,1,2026-09-06T15:43:54.015000+00:00,2026-09-06T15:43:54.015000+00:00,0.0s
argumentationAnswerEvent,Unit 4 Dev - Anderson Base,1,2026-09-06T16:20:59.476000+00:00,2026-09-06T16:20:59.476000+00:00,0.0s
argumentationEvent,Unit 1 Dev,4,2026-09-06T01:53:49.975000+00:00,2026-09-06T01:54:17.724000+00:00,27.7s
argumentationEvent,Unit 2 Prod (Refactor),2,2026-09-06T15:30:44.988000+00:00,2026-09-06T15:31:15.669000+00:00,30.7s
argumentationEvent,Unit 3 Dev,3,2026-09-06T15:41:36.169000+00:00,2026-09-06T15:43:54.050000+00:00,2m 17s
argumentationEvent,Unit 4 Dev - Anderson Base,3,2026-09-06T16:20:21.892000+00:00,2026-09-06T16:20:59.510000+00:00,37.6s
argumentationNodeEvent,Unit 1 Dev,28,2026-09-06T01:53:42.905000+00:00,2026-09-06T01:54:15.487000+00:00,32.6s
argumentationNodeEvent,Unit 2 Prod (Refactor),37,2026-09-06T15:30:46.485000+00:00,2026-09-06T15:31:13.798000+00:00,27.3s
argumentationNodeEvent,Unit 3 Dev,33,2026-09-06T15:41:37.735000+00:00,2026-09-06T15:43:41.342000+00:00,2m 3s
argumentationNodeEvent,Unit 4 Dev - Anderson Base,27,2026-09-06T16:20:23.159000+00:00,2026-09-06T16:20:57.375000+00:00,34.2s
argumentationToolEvent,Unit 1 Dev,3,2026-09-06T01:53:49.241000+00:00,2026-09-06T01:54:16.621000+00:00,27.4s
argumentationToolEvent,Unit 2 Prod (Refactor),2,2026-09-06T15:31:14.398000+00:00,2026-09-06T15:31:14.998000+00:00,0.6s
argumentationToolEvent,Unit 3 Dev,3,2026-09-06T15:43:42.376000+00:00,2026-09-06T15:43:43.777000+00:00,1.4s
chatEvent,Unit 5 Dev - Dungeon,1,2026-09-06T16:28:47.103000+00:00,2026-09-06T16:28:47.103000+00:00,0.0s
crash,<missing sceneName>,2,,,?
gameStartEvent,MainMenu,7,2026-09-06T00:14:37.471000+00:00,2026-09-06T16:28:44.725000+00:00,16h 14m
gameWindowFocusEvent,Unit 1 Dev,6,2026-09-06T00:15:05.450000+00:00,2026-09-06T01:53:09.880000+00:00,1h 38m
gameWindowFocusEvent,Unit 2 Prod (Refactor),13,2026-09-06T02:01:44.324000+00:00,2026-09-06T15:31:42.842000+00:00,13h 29m
gameWindowFocusEvent,Unit 3 Dev,3,2026-09-06T15:47:26.092000+00:00,2026-09-06T15:49:28.904000+00:00,2m 2s
gameWindowFocusEvent,Unit 4 Dev,2,2026-09-06T16:06:49.331000+00:00,2026-09-06T16:27:32.192000+00:00,20m 42s
gameWindowUnfocusEvent,Unit 1 Dev,6,2026-09-06T00:15:01.809000+00:00,2026-09-06T01:51:21.830000+00:00,1h 36m
gameWindowUnfocusEvent,Unit 2 Prod (Refactor),13,2026-09-06T02:01:36.679000+00:00,2026-09-06T15:31:41.422000+00:00,13h 30m
gameWindowUnfocusEvent,Unit 3 Dev,4,2026-09-06T15:47:15.510000+00:00,2026-09-06T15:49:28.903000+00:00,2m 13s
gameWindowUnfocusEvent,Unit 4 Dev,2,2026-09-06T16:06:42.785000+00:00,2026-09-06T16:27:21.756000+00:00,20m 38s
questEvent,Unit 1 Dev,19,2026-09-06T00:15:00.760000+00:00,2026-09-06T01:55:58.216000+00:00,1h 40m
questEvent,Unit 2 Prod (Refactor),12,2026-09-06T01:59:50.568000+00:00,2026-09-06T15:31:57.743000+00:00,13h 32m
questEvent,Unit 3 Dev,11,2026-09-06T15:35:22.167000+00:00,2026-09-06T16:02:33.052000+00:00,27m 10s
questEvent,Unit 3 Dungeon Dev,2,2026-09-06T15:49:49.258000+00:00,2026-09-06T15:56:02.145000+00:00,6m 12s
questEvent,Unit 4 Dev,8,2026-09-06T16:08:48.068000+00:00,2026-09-06T16:28:24.627000+00:00,19m 36s
questEvent,Unit 4 Dev - Anderson Base,2,2026-09-06T16:18:38.985000+00:00,2026-09-06T16:21:03.579000+00:00,2m 24s
questEvent,Unit 4 Dev - Dungeon,9,2026-09-06T16:11:19.575000+00:00,2026-09-06T16:15:09.287000+00:00,3m 49s
questEvent,Unit 5 Dev - Dungeon,1,2026-09-06T16:28:47.131000+00:00,2026-09-06T16:28:47.131000+00:00,0.0s
soilMachine,Unit 4 Dev - Dungeon,5,2026-09-06T16:13:43.349000+00:00,2026-09-06T16:15:49.800000+00:00,2m 6s
