kind,eventType,ref,scene,data
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4409] _id=6a9b0b20485cab4c953f9a88 ts=2026-09-04T18:17:03.3640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:03.3640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4406] _id=6a9b0b20485cab4c953f9a8a ts=2026-09-04T18:17:03.3640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:03.3640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4407] _id=6a9b0b20485cab4c953f9a8e ts=2026-09-04T18:17:03.3640000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:03.3640000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4391] _id=6a9b0b22485cab4c953f9ab8 ts=2026-09-04T18:17:05.3510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:05.3510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4392] _id=6a9b0b22485cab4c953f9aba ts=2026-09-04T18:17:05.3510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:05.3510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4383] _id=6a9b0b23485cab4c953f9ac4 ts=2026-09-04T18:17:06.9850000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:06.9850000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4382] _id=6a9b0b24485cab4c953f9ac6 ts=2026-09-04T18:17:06.9850000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:17:06.9850000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4302] _id=6a9b0b6b485cab4c953f9b70 ts=2026-09-04T18:18:16.8510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:16.8510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4303] _id=6a9b0b6b485cab4c953f9b72 ts=2026-09-04T18:18:16.8510000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:16.8510000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4284] _id=6a9b0b6d485cab4c953f9b96 ts=2026-09-04T18:18:18.7520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:18.7520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4283] _id=6a9b0b6d485cab4c953f9b98 ts=2026-09-04T18:18:18.7520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:18.7520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4282] _id=6a9b0b6d485cab4c953f9b9a ts=2026-09-04T18:18:18.7520000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:18.7520000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4263] _id=6a9b0b6f485cab4c953f9bba ts=2026-09-04T18:18:21.5200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:21.5200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4264] _id=6a9b0b6f485cab4c953f9bbc ts=2026-09-04T18:18:21.5200000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:21.5200000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4248] _id=6a9b0b70485cab4c953f9bda ts=2026-09-04T18:18:22.8210000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:22.8210000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4246] _id=6a9b0b70485cab4c953f9bdc ts=2026-09-04T18:18:22.8210000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:22.8210000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4171] _id=6a9b0b78485cab4c953f9c70 ts=2026-09-04T18:18:31.1590000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:31.1590000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4173] _id=6a9b0b78485cab4c953f9c72 ts=2026-09-04T18:18:31.1590000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:31.1590000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4160] _id=6a9b0b7a485cab4c953f9c8c ts=2026-09-04T18:18:32.2920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:32.2920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4157] _id=6a9b0b7a485cab4c953f9c92 ts=2026-09-04T18:18:32.2920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:32.2920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4158] _id=6a9b0b7a485cab4c953f9c96 ts=2026-09-04T18:18:32.2920000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:32.2920000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4144] _id=6a9b0b7b485cab4c953f9cae ts=2026-09-04T18:18:33.4910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.4910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4143] _id=6a9b0b7b485cab4c953f9cb0 ts=2026-09-04T18:18:33.4910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.4910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4139] _id=6a9b0b7b485cab4c953f9cb2 ts=2026-09-04T18:18:33.5250000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.5250000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4141] _id=6a9b0b7b485cab4c953f9cb4 ts=2026-09-04T18:18:33.5250000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.5250000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4136] _id=6a9b0b7b485cab4c953f9cbc ts=2026-09-04T18:18:33.8910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.8910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4137] _id=6a9b0b7b485cab4c953f9cbe ts=2026-09-04T18:18:33.8910000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:33.8910000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4117] _id=6a9b0b7d485cab4c953f9ce0 ts=2026-09-04T18:18:35.0270000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:35.0270000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4118] _id=6a9b0b7d485cab4c953f9ce2 ts=2026-09-04T18:18:35.0270000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-04T18:18:35.0270000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[2308] _id=6a9b1620485cab4c953fad62 ts=2026-09-04T19:03:59.3270000Z,Unit 4 Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Soil Infiltration Puzzle Piece Clay"", ""timestamp"": ""2026-09-04T19:03:59.3270000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[2307] _id=6a9b1620485cab4c953fad64 ts=2026-09-04T19:03:59.3270000Z,Unit 4 Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Soil Infiltration Puzzle Piece Clay"", ""timestamp"": ""2026-09-04T19:03:59.3270000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[1470] _id=6a9b187a485cab4c953fb3f6 ts=2026-09-04T19:14:01.5300000Z,Unit 4 Dev,"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Soil Infiltration Puzzle Piece Bedrock"", ""timestamp"": ""2026-09-04T19:14:01.5300000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[1469] _id=6a9b187a485cab4c953fb3f8 ts=2026-09-04T19:14:01.5300000Z,Unit 4 Dev,"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Soil Infiltration Puzzle Piece Bedrock"", ""timestamp"": ""2026-09-04T19:14:01.5300000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5320] _id=6a9b0801485cab4c953f9388 ts=2026-09-04T18:03:06.4480000Z ~ wenyi090326-2.stratalog.logdata.json[5317] _id=6a9b0801485cab4c953f938a ts=2026-09-04T18:03:06.4500000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-04T18:03:06.4500000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5313] _id=6a9b0801485cab4c953f9398 ts=2026-09-04T18:03:06.7140000Z ~ wenyi090326-2.stratalog.logdata.json[5312] _id=6a9b0801485cab4c953f939a ts=2026-09-04T18:03:06.7810000Z (67ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-04T18:03:06.9140000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5310] _id=6a9b0802485cab4c953f93a0 ts=2026-09-04T18:03:06.9140000Z ~ wenyi090326-2.stratalog.logdata.json[5309] _id=6a9b0802485cab4c953f93a2 ts=2026-09-04T18:03:06.9810000Z (67ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 2"", ""timestamp"": ""2026-09-04T18:03:36.1640000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5290] _id=6a9b0802485cab4c953f93a4 ts=2026-09-04T18:03:36.1640000Z ~ wenyi090326-2.stratalog.logdata.json[5289] _id=6a9b0802485cab4c953f93a6 ts=2026-09-04T18:03:36.1970000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Slot 3"", ""timestamp"": ""2026-09-04T18:03:36.1970000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5202] _id=6a9b0807485cab4c953f9450 ts=2026-09-04T18:03:49.5860000Z ~ wenyi090326-2.stratalog.logdata.json[5200] _id=6a9b0808485cab4c953f9452 ts=2026-09-04T18:03:49.7210000Z (135ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-04T18:03:49.7210000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5122] _id=6a9b0810485cab4c953f94e4 ts=2026-09-04T18:03:59.4910000Z ~ wenyi090326-2.stratalog.logdata.json[5121] _id=6a9b0810485cab4c953f94e6 ts=2026-09-04T18:03:59.7570000Z (266ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-04T18:03:59.8250000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5121] _id=6a9b0810485cab4c953f94e6 ts=2026-09-04T18:03:59.7570000Z ~ wenyi090326-2.stratalog.logdata.json[5120] _id=6a9b0810485cab4c953f94e8 ts=2026-09-04T18:03:59.7900000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-04T18:03:59.8250000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5120] _id=6a9b0810485cab4c953f94e8 ts=2026-09-04T18:03:59.7900000Z ~ wenyi090326-2.stratalog.logdata.json[5119] _id=6a9b0810485cab4c953f94ec ts=2026-09-04T18:03:59.8250000Z (35ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Topography Slot 4"", ""timestamp"": ""2026-09-04T18:03:59.8250000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5104] _id=6a9b0812485cab4c953f9508 ts=2026-09-04T18:04:01.2240000Z ~ wenyi090326-2.stratalog.logdata.json[5103] _id=6a9b0812485cab4c953f950a ts=2026-09-04T18:04:01.2260000Z (2ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-04T18:04:01.5920000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5103] _id=6a9b0812485cab4c953f950a ts=2026-09-04T18:04:01.2260000Z ~ wenyi090326-2.stratalog.logdata.json[5100] _id=6a9b0812485cab4c953f950c ts=2026-09-04T18:04:01.5920000Z (366ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameVisible"", ""pieceId"": ""Topography Piece 4"", ""timestamp"": ""2026-09-04T18:04:01.5920000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[5073] _id=6a9b0816485cab4c953f9548 ts=2026-09-04T18:04:06.3280000Z ~ wenyi090326-2.stratalog.logdata.json[5072] _id=6a9b0816485cab4c953f954a ts=2026-09-04T18:04:06.3590000Z (31ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Topography Slot 5"", ""timestamp"": ""2026-09-04T18:04:06.3590000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[4839] _id=6a9b083a485cab4c953f9724 ts=2026-09-04T18:04:39.9110000Z ~ wenyi090326-2.stratalog.logdata.json[4838] _id=6a9b083a485cab4c953f9726 ts=2026-09-04T18:04:39.9440000Z (33ms),Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Topography Slot 6"", ""timestamp"": ""2026-09-04T18:04:39.9440000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[2989] _id=6a9b1224485cab4c953fa80c ts=2026-09-04T18:46:59.3410000Z ~ wenyi090326-2.stratalog.logdata.json[2988] _id=6a9b1224485cab4c953fa80e ts=2026-09-04T18:46:59.3740000Z (33ms),Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Piece 1"", ""timestamp"": ""2026-09-04T18:46:59.6400000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[2988] _id=6a9b1224485cab4c953fa80e ts=2026-09-04T18:46:59.3740000Z ~ wenyi090326-2.stratalog.logdata.json[2987] _id=6a9b1224485cab4c953fa810 ts=2026-09-04T18:46:59.6400000Z (266ms),Unit 3 Dungeon Dev,"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Piece 1"", ""timestamp"": ""2026-09-04T18:46:59.6400000Z""}"
near,PuzzlePieceVisibleEvent,wenyi090326-2.stratalog.logdata.json[1471] _id=6a9b187a485cab4c953fb3f4 ts=2026-09-04T19:14:01.4970000Z ~ wenyi090326-2.stratalog.logdata.json[1470] _id=6a9b187a485cab4c953fb3f6 ts=2026-09-04T19:14:01.5300000Z (33ms),Unit 4 Dev,"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Soil Infiltration Puzzle Piece Bedrock"", ""timestamp"": ""2026-09-04T19:14:01.5300000Z""}"
near,argumentationEvent,wenyi090326-2.stratalog.logdata.json[3125] _id=6a9b1132485cab4c953fa6f8 ts=2026-09-04T18:42:58.9450000Z ~ wenyi090326-2.stratalog.logdata.json[3121] _id=6a9b1132485cab4c953fa6fe ts=2026-09-04T18:42:58.9760000Z (31ms),Unit 3 Dev,"{""actionType"": ""argumentationSessionClose"", ""argumentationDescription"": ""U3 – Pollution Upstream\"" equals \""Where is the pollution site probably located?"", ""argumentationTitle"": ""Unit 3 - Pollution Upstream""}"
near,argumentationEvent,wenyi090326-2.stratalog.logdata.json[1223] _id=6a9b1a29485cab4c953fb5e0 ts=2026-09-04T19:21:13.3070000Z ~ wenyi090326-2.stratalog.logdata.json[1219] _id=6a9b1a29485cab4c953fb5e6 ts=2026-09-04T19:21:13.3390000Z (32ms),Unit 4 Dev - Anderson Base,"{""actionType"": ""argumentationSessionClose"", ""argumentationDescription"": ""Unit 4 - Will the flooding in the workshop resolve after the fountain is turned off"", ""argumentationTitle"": ""Unit 4 - Flooding""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[5543] _id=6a9b0688485cab4c953f9128 ts=2026-09-04T17:57:28.3050000Z ~ wenyi090326-2.stratalog.logdata.json[5542] _id=6a9b0688485cab4c953f912a ts=2026-09-04T17:57:28.3360000Z (31ms),Unit 1 Dev,"{""actionType"": ""argumentationNodeHoverEnd"", ""argumentationTitle"": ""Unit 1 - Argumentation Tutorial"", ""nodeName"": ""I""}"
near,argumentationNodeEvent,wenyi090326-2.stratalog.logdata.json[5547] _id=6a9b0687485cab4c953f9120 ts=2026-09-04T17:57:27.6360000Z ~ wenyi090326-2.stratalog.logdata.json[5541] _id=6a9b0688485cab4c953f912c ts=2026-09-04T17:57:28.4370000Z (801ms),Unit 1 Dev,"{""actionType"": ""argumentationNodeHoverStart"", ""argumentationTitle"": ""Unit 1 - Argumentation Tutorial"", ""nodeName"": ""1""}"
