session,sceneName,first_timestamp,last_timestamp,duration,duration_s,n_events,event_types
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,MainMenu,2026-09-04T18:55:31.860000+00:00,2026-09-04T18:55:31.860000+00:00,0.0s,0.0,1,gameStartEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev,2026-09-04T18:55:34.282000+00:00,2026-09-04T19:04:42.248000+00:00,9m 7s,548.0,309,DaniEvent:6; DialogueEvent:24; InputEvent:59; ObjectInterEvent:4; PlayerPositionEvent:41; PuzzlePieceVisibleEvent:150; Soil Key Puzzle:12; gameWindowFocusEvent:6; gameWindowUnfocusEvent:6; questEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev - Dungeon,2026-09-04T19:04:44.047000+00:00,2026-09-04T19:06:15.591000+00:00,1m 31s,91.5,14,DialogueEvent:4; PlayerPositionEvent:8; gameWindowFocusEvent:1; gameWindowUnfocusEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,MainMenu,2026-09-04T19:06:32.208000+00:00,2026-09-04T19:06:32.208000+00:00,0.0s,0.0,1,gameStartEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev,2026-09-04T19:06:34.550000+00:00,2026-09-04T19:06:44.597000+00:00,10.0s,10.0,5,DEBUGMenu:2; InputEvent:1; PlayerPositionEvent:1; questEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev - Dungeon,2026-09-04T19:06:45.864000+00:00,2026-09-04T19:13:07.856000+00:00,6m 21s,382.0,561,DialogueEvent:82; InputEvent:369; ObjectInterEvent:58; PlayerPositionEvent:39; questEvent:8; soilMachine:5
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev,2026-09-04T19:13:09.091000+00:00,2026-09-04T19:15:59.220000+00:00,2m 50s,170.1,160,DialogueEvent:59; InputEvent:26; ObjectInterEvent:2; PlayerPositionEvent:18; PuzzlePieceVisibleEvent:52; questEvent:3
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev - Anderson Base,2026-09-04T19:16:01.782000+00:00,2026-09-04T19:21:38.833000+00:00,5m 37s,337.1,191,DialogueEvent:71; InputEvent:30; ObjectInterEvent:9; PlayerPositionEvent:34; argumentationAnswerEvent:1; argumentationEvent:3; argumentationNodeEvent:41; questEvent:2
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 4 Dev,2026-09-04T19:21:41.505000+00:00,2026-09-04T19:27:06.059000+00:00,5m 24s,324.6,290,DialogueEvent:158; EndOfUnit:1; InputEvent:74; ObjectInterEvent:12; PlayerPositionEvent:33; TerasGardenBox:8; questEvent:4
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,MainMenu,2026-09-04T19:27:16.983000+00:00,2026-09-04T19:27:16.983000+00:00,0.0s,0.0,1,gameStartEvent:1
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 5 Dev - Dungeon,2026-09-04T19:27:19.284000+00:00,2026-09-04T19:34:25.831000+00:00,7m 6s,426.5,459,DEBUGMenu:2; DialogueEvent:60; InputEvent:159; ObjectInterEvent:2; PlayerPositionEvent:43; PuzzlePieceVisibleEvent:170; WaterChamberEvent:12; chatEvent:1; gameWindowFocusEvent:2; gameWindowUnfocusEvent:2; questEvent:6
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,Unit 5 Dev,2026-09-04T19:34:33.827000+00:00,2026-09-04T20:04:07.223000+00:00,29m 33s,1773.4,450,DaniEvent:2; DialogueEvent:222; EndOfUnit:1; InputEvent:110; ObjectInterEvent:14; PlayerPositionEvent:40; SolarStillDesignEvent:4; argumentationAnswerEvent:1; argumentationEvent:2; argumentationNodeEvent:20; argumentationToolEvent:4; chatEvent:1; gameWindowFocusEvent:11; gameWindowUnfocusEvent:11; questEvent:7
wenyi090326-2.stratalog.logdata.json:6a9a063fe2ada9cb13ea75bc,<missing sceneName>,,,?,,3,crash:3
