status,severity,category,event_type,field,summary,observed,expected,evidence,examples,spec_source
WARNING,Medium,regression,WaterChamberEvent,,median interval between records changed substantially,6.144s median,13.039s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,argumentationAnswerEvent,,median interval between records changed substantially,20.302s median,1881.866s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,argumentationEvent,,median interval between records changed substantially,158.479s median,52.427s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,argumentationToolEvent,,median interval between records changed substantially,15.322s median,0.901s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,chatEvent,,baseline field(s) absent this build,data.actionKey,schema change or conditional content — review,,,
WARNING,Medium,regression,chatEvent,,median interval between records changed substantially,991.195s median,0.232s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,crash,,event type present in baseline 09-03-26-2 but absent now,0 records this build,3 records in baseline; check coverage before treating as a logging regression,,,
WARNING,Medium,regression,gameStartEvent,,median interval between records changed substantially,3811.132s median,841.528s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,questEvent,,median interval between records changed substantially,172.948s median,74.645s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,regression,soilMachine,,median interval between records changed substantially,1.434s median,42.837s in 09-03-26-2,regression candidate requiring review,,
WARNING,Medium,schema,DialogueEvent,eventKey,eventKey does not match its documented format,53 mismatch(es); e.g. 'DialogueNodeEvent:31:0' vs expected 'DialogueNodeEvent:31:2',{data.dialogueEventType}:{data.conversationId}:{data.nodeId},,wenyi091426-3.stratalog.logdata.json[12147] _id=6aa9e80b485cab4c9544e945 ts=2026-09-16T00:51:24.1800000Z | wenyi091426-3.stratalog.logdata.json[12082] _id=6aa9e92f485cab4c9544eb55 ts=2026-09-16T00:56:15.8550000Z | wenyi091426-3.stratalog.logdata.json[12050] _id=6aa9e9a9485cab4c9544ebd5 ts=2026-09-16T00:58:18.1710000Z,observed data (dialogue-event PDF not machine-readable)
WARNING,Medium,sequence,DialogueEvent,dialogueEventType,dialogue lifecycle: finish without preceding start,11 occurrence(s),every 'DialogueFinishEvent' preceded by 'DialogueStartEvent' per conversationId,,wenyi091426-3.stratalog.logdata.json[11810] _id=6aa9ebfc485cab4c9544f387 ts=2026-09-16T01:08:13.1390000Z | wenyi091426-3.stratalog.logdata.json[9385] _id=6aa9f3fa485cab4c9545168b ts=2026-09-16T01:42:19.0750000Z | wenyi091426-3.stratalog.logdata.json[7389] _id=6aaaae77485cab4c9545478e ts=2026-09-16T14:57:59.2560000Z,observed data (dialogue-event PDF not machine-readable)
WARNING,Medium,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: close without preceding open,29 occurrence(s),every 'BecameCameraUncentered' preceded by 'BecameCameraCentered' per pieceId,,wenyi091426-3.stratalog.logdata.json[11514] _id=6aa9edda485cab4c9544f917 ts=2026-09-16T01:16:10.3090000Z | wenyi091426-3.stratalog.logdata.json[11513] _id=6aa9edda485cab4c9544f919 ts=2026-09-16T01:16:10.3750000Z | wenyi091426-3.stratalog.logdata.json[11076] _id=6aa9ee10485cab4c9544fcc1 ts=2026-09-16T01:17:02.7990000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Medium,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: close without preceding open,29 occurrence(s),every 'BecameInvisible' preceded by 'BecameVisible' per pieceId,,wenyi091426-3.stratalog.logdata.json[11642] _id=6aa9edd0485cab4c9544f87b ts=2026-09-16T01:14:55.3590000Z | wenyi091426-3.stratalog.logdata.json[11640] _id=6aa9edd0485cab4c9544f87d ts=2026-09-16T01:14:55.3590000Z | wenyi091426-3.stratalog.logdata.json[11639] _id=6aa9edd0485cab4c9544f87f ts=2026-09-16T01:14:55.3760000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Medium,sequence,argumentationEvent,actionType,argumentation session: close without preceding open,2 occurrence(s),every 'argumentationSessionClose' preceded by 'argumentationSessionOpen' per argumentationTitle,,wenyi091426-3.stratalog.logdata.json[5738] _id=6aaaca1a485cab4c95455476 ts=2026-09-16T16:55:54.5860000Z | wenyi091426-3.stratalog.logdata.json[2192] _id=6aaadb82485cab4c9545703e ts=2026-09-16T18:10:10.6420000Z,08-13-26/Investigation-results/argumentation-event-investigation.md
WARNING,Medium,sequence,argumentationNodeEvent,actionType,node hover: close without preceding open,1 occurrence(s),every 'argumentationNodeHoverEnd' preceded by 'argumentationNodeHoverStart' per nodeName,,wenyi091426-3.stratalog.logdata.json[6686] _id=6aaab72c485cab4c95454d0c ts=2026-09-16T15:35:08.5580000Z,08-13-26/Investigation-results/argumentation-node-event-investigation.md
WARNING,Medium,sequence,chatEvent,actionType,chat open/close: close without preceding open,2 occurrence(s),every 'Close' preceded by 'Open',,wenyi091426-3.stratalog.logdata.json[1839] _id=6aaadfff485cab4c95457304 ts=2026-09-16T18:29:20.2490000Z | wenyi091426-3.stratalog.logdata.json[578] _id=6aaae3df485cab4c95457cde ts=2026-09-16T18:45:51.4440000Z,08-13-26/Investigation-results/chat-event-investigation.md
WARNING,Low,schema,gameStartEvent,data.<empty>,field name is an empty string,path data.<empty> in 7 records,a descriptive field name,types: {'bool': 7},wenyi091426-3.stratalog.logdata.json[12317] _id=6aa9e150485cab4c9544e701 ts=2026-09-16T00:22:40.3500000Z | wenyi091426-3.stratalog.logdata.json[12290] _id=6aa9e69c485cab4c9544e73d ts=2026-09-16T00:45:16.6450000Z | wenyi091426-3.stratalog.logdata.json[11725] _id=6aa9ecec485cab4c9544f5ff ts=2026-09-16T01:12:12.3940000Z,
WARNING,Low,schema,gameWindowFocusEvent,data.<empty>,field name is an empty string,path data.<empty> in 69 records,a descriptive field name,types: {'bool': 69},wenyi091426-3.stratalog.logdata.json[12316] _id=6aa9e14f485cab4c9544e6ff ts=2026-09-16T00:22:40.3500000Z | wenyi091426-3.stratalog.logdata.json[12302] _id=6aa9e1a5485cab4c9544e723 ts=2026-09-16T00:24:05.8130000Z | wenyi091426-3.stratalog.logdata.json[12299] _id=6aa9e1bc485cab4c9544e729 ts=2026-09-16T00:24:29.3240000Z,
WARNING,Low,schema,gameWindowUnfocusEvent,data.<empty>,field name is an empty string,path data.<empty> in 64 records,a descriptive field name,types: {'bool': 64},wenyi091426-3.stratalog.logdata.json[12313] _id=6aa9e162485cab4c9544e707 ts=2026-09-16T00:22:58.8130000Z | wenyi091426-3.stratalog.logdata.json[12301] _id=6aa9e1a8485cab4c9544e725 ts=2026-09-16T00:24:08.9080000Z | wenyi091426-3.stratalog.logdata.json[12297] _id=6aa9e1c1485cab4c9544e72d ts=2026-09-16T00:24:33.9230000Z,
WARNING,Low,sequence,PuzzlePieceVisibleEvent,actionType,camera centering: repeated open with no intervening close,372 occurrence(s),,,wenyi091426-3.stratalog.logdata.json[11240] _id=6aa9edf5485cab4c9544fb4f ts=2026-09-16T01:16:36.8680000Z | wenyi091426-3.stratalog.logdata.json[11029] _id=6aa9ee13485cab4c9544fd23 ts=2026-09-16T01:17:06.5660000Z | wenyi091426-3.stratalog.logdata.json[10979] _id=6aa9ee18485cab4c9544fd89 ts=2026-09-16T01:17:11.0520000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Low,sequence,PuzzlePieceVisibleEvent,actionType,piece visibility: repeated open with no intervening close,511 occurrence(s),,,wenyi091426-3.stratalog.logdata.json[11635] _id=6aa9edd0485cab4c9544f889 ts=2026-09-16T01:14:55.4080000Z | wenyi091426-3.stratalog.logdata.json[11630] _id=6aa9edd1485cab4c9544f891 ts=2026-09-16T01:14:55.4600000Z | wenyi091426-3.stratalog.logdata.json[11586] _id=6aa9edc8485cab4c9544f82f ts=2026-09-16T01:15:52.3020000Z,08-13-26/Investigation-results/puzzle-piece-visible-event.md
WARNING,Low,sequence,TopographicMapEvent,actionType,map open/close: repeated open with no intervening close,19 occurrence(s),,,wenyi091426-3.stratalog.logdata.json[9653] _id=6aa9f165485cab4c95450e57 ts=2026-09-16T01:31:17.9110000Z | wenyi091426-3.stratalog.logdata.json[9649] _id=6aa9f165485cab4c95450e5f ts=2026-09-16T01:31:17.9140000Z | wenyi091426-3.stratalog.logdata.json[9638] _id=6aa9f174485cab4c95450e81 ts=2026-09-16T01:31:32.3000000Z,08-13-26/Investigation-results/topographic-map-event-investigation.md
WARNING,Low,sequence,argumentationToolEvent,actionType,backing-info panel: repeated open with no intervening close,3 occurrence(s),,,wenyi091426-3.stratalog.logdata.json[11826] _id=6aa9ebe5485cab4c9544f2db ts=2026-09-16T01:07:49.3890000Z | wenyi091426-3.stratalog.logdata.json[5745] _id=6aaaca18485cab4c95455468 ts=2026-09-16T16:55:52.3670000Z | wenyi091426-3.stratalog.logdata.json[5744] _id=6aaaca18485cab4c9545546a ts=2026-09-16T16:55:52.7840000Z,08-13-26/Investigation-results/argumentation-tool-event-investigation.md
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E To Pick Up"" (1x), ""Press E to Pick Up"" (5x), ""Press E to Pick up"" (57x), ""Press E to pick up"" (2x)",one canonical value (or documented aliases),,,
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E to Place"" (26x), ""Press E to place"" (1x)",one canonical value (or documented aliases),,,
WARNING,Low,values,ObjectInterEvent,data.actionType,values that differ only in spelling/case,"""Press E To Scan"" (3x), ""Press E to Scan"" (11x)",one canonical value (or documented aliases),,,
PASS,Info,cross-event,,,Soil Key Puzzle finished implies soil drag interactions happened: consistent,"4 trigger(s), 66 matching record(s) in wenyi091426-3.stratalog.logdata.json:6aa8589346b3c45b562092f8",,,,soil-key-puzzle-investigation.md
PASS,Info,cross-event,,,argumentation answer submitted implies an argumentation session was opened: consistent,"37 trigger(s), 6 matching record(s) in wenyi091426-3.stratalog.logdata.json:6aa8589346b3c45b562092f8",,,,argumentation-event-investigation.md
PASS,Info,cross-event,,,solar still design submission implies option selections: consistent,"1 trigger(s), 3 matching record(s) in wenyi091426-3.stratalog.logdata.json:6aa8589346b3c45b562092f8",,,,observed data 08-25-26 (no written spec yet)
INFO,Info,duplicates,ObjectInterEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,1ms: wenyi091426-3.stratalog.logdata.json[12192] _id=6aa9e7ae485cab4c9544e87b ts=2026-09-16T00:49:50.7910000Z ~ wenyi091426-3.stratalog.logdata.json[12191] _id=6aa9e7ae485cab4c9544e87d ts=2026-09-16T00:49:50.7920000Z,
INFO,Info,duplicates,PuzzlePieceVisibleEvent,,"near-duplicate records within 1s (identical data, different timestamp)",63 pair(s),review whether the interaction really fired twice,,17ms: wenyi091426-3.stratalog.logdata.json[11640] _id=6aa9edd0485cab4c9544f87d ts=2026-09-16T01:14:55.3590000Z ~ wenyi091426-3.stratalog.logdata.json[11639] _id=6aa9edd0485cab4c9544f87f ts=2026-09-16T01:14:55.3760000Z | 2ms: wenyi091426-3.stratalog.logdata.json[11634] _id=6aa9edd0485cab4c9544f88b ts=2026-09-16T01:14:55.4080000Z ~ wenyi091426-3.stratalog.logdata.json[11632] _id=6aa9edd0485cab4c9544f88d ts=2026-09-16T01:14:55.4100000Z | 19ms: wenyi091426-3.stratalog.logdata.json[11631] _id=6aa9edd0485cab4c9544f88f ts=2026-09-16T01:14:55.4410000Z ~ wenyi091426-3.stratalog.logdata.json[11630] _id=6aa9edd1485cab4c9544f891 ts=2026-09-16T01:14:55.4600000Z,
INFO,Info,duplicates,TopographicMapEvent,,"near-duplicate records within 1s (identical data, different timestamp)",2 pair(s),review whether the interaction really fired twice,,3ms: wenyi091426-3.stratalog.logdata.json[9653] _id=6aa9f165485cab4c95450e57 ts=2026-09-16T01:31:17.9110000Z ~ wenyi091426-3.stratalog.logdata.json[9649] _id=6aa9f165485cab4c95450e5f ts=2026-09-16T01:31:17.9140000Z | 617ms: wenyi091426-3.stratalog.logdata.json[9647] _id=6aa9f167485cab4c95450e69 ts=2026-09-16T01:31:19.3290000Z ~ wenyi091426-3.stratalog.logdata.json[9646] _id=6aa9f167485cab4c95450e6b ts=2026-09-16T01:31:19.9460000Z,
INFO,Info,duplicates,argumentationEvent,,"near-duplicate records within 1s (identical data, different timestamp)",2 pair(s),review whether the interaction really fired twice,,15ms: wenyi091426-3.stratalog.logdata.json[5741] _id=6aaaca1a485cab4c95455470 ts=2026-09-16T16:55:54.5710000Z ~ wenyi091426-3.stratalog.logdata.json[5738] _id=6aaaca1a485cab4c95455476 ts=2026-09-16T16:55:54.5860000Z | 15ms: wenyi091426-3.stratalog.logdata.json[2196] _id=6aaadb82485cab4c95457038 ts=2026-09-16T18:10:10.6270000Z ~ wenyi091426-3.stratalog.logdata.json[2192] _id=6aaadb82485cab4c9545703e ts=2026-09-16T18:10:10.6420000Z,
INFO,Info,duplicates,argumentationNodeEvent,,"near-duplicate records within 1s (identical data, different timestamp)",62 pair(s),review whether the interaction really fired twice,,567ms: wenyi091426-3.stratalog.logdata.json[11834] _id=6aa9ebe2485cab4c9544f2b5 ts=2026-09-16T01:07:46.5040000Z ~ wenyi091426-3.stratalog.logdata.json[11831] _id=6aa9ebe2485cab4c9544f2bb ts=2026-09-16T01:07:47.0710000Z | 400ms: wenyi091426-3.stratalog.logdata.json[11832] _id=6aa9ebe2485cab4c9544f2b9 ts=2026-09-16T01:07:46.7210000Z ~ wenyi091426-3.stratalog.logdata.json[11830] _id=6aa9ebe2485cab4c9544f2bd ts=2026-09-16T01:07:47.1210000Z | 434ms: wenyi091426-3.stratalog.logdata.json[6764] _id=6aaab6e1485cab4c95454c70 ts=2026-09-16T15:33:54.0390000Z ~ wenyi091426-3.stratalog.logdata.json[6762] _id=6aaab6e2485cab4c95454c74 ts=2026-09-16T15:33:54.4730000Z,
INFO,Info,duplicates,questEvent,,"near-duplicate records within 1s (identical data, different timestamp)",1 pair(s),review whether the interaction really fired twice,,1ms: wenyi091426-3.stratalog.logdata.json[221] _id=6aaae5df485cab4c95457fa8 ts=2026-09-16T18:54:23.7540000Z ~ wenyi091426-3.stratalog.logdata.json[220] _id=6aaae5df485cab4c95457faa ts=2026-09-16T18:54:23.7550000Z,
INFO,Info,frequency,DEBUGMenu,,unusually long gaps between records,"12 gap(s), longest 13h 29m",,13h 29m: wenyi091426-3.stratalog.logdata.json[11724] _id=6aa9ecee485cab4c9544f601 ts=2026-09-16T01:12:14.4010000Z -> wenyi091426-3.stratalog.logdata.json[9226] _id=6aaaaac4485cab4c95453934 ts=2026-09-16T14:42:12.5460000Z; 1h 49m: wenyi091426-3.stratalog.logdata.json[9226] _id=6aaaaac4485cab4c95453934 ts=2026-09-16T14:42:12.5460000Z -> wenyi091426-3.stratalog.logdata.json[6553] _id=6aaac466485cab4c95454e18 ts=2026-09-16T16:31:34.8860000Z; 27m 26s: wenyi091426-3.stratalog.logdata.json[6553] _id=6aaac466485cab4c95454e18 ts=2026-09-16T16:31:34.8860000Z -> wenyi091426-3.stratalog.logdata.json[5632] _id=6aaacad5485cab4c9545554a ts=2026-09-16T16:59:01.7320000Z,,
INFO,Info,frequency,DialogueEvent,,unusually long gaps between records,"3 gap(s), longest 12h 53m",,12h 53m: wenyi091426-3.stratalog.logdata.json[9233] _id=6aa9f567485cab4c9545199b ts=2026-09-16T01:48:23.5760000Z -> wenyi091426-3.stratalog.logdata.json[9224] _id=6aaaaac5485cab4c95453938 ts=2026-09-16T14:42:13.2710000Z; 50m 41s: wenyi091426-3.stratalog.logdata.json[6562] _id=6aaab88d485cab4c95454e04 ts=2026-09-16T15:41:02.0000000Z -> wenyi091426-3.stratalog.logdata.json[6550] _id=6aaac46f485cab4c95454e1e ts=2026-09-16T16:31:43.4960000Z; 21m 18s: wenyi091426-3.stratalog.logdata.json[12298] _id=6aa9e1bf485cab4c9544e72b ts=2026-09-16T00:24:32.4660000Z -> wenyi091426-3.stratalog.logdata.json[12283] _id=6aa9e6be485cab4c9544e74b ts=2026-09-16T00:45:50.8040000Z,,
INFO,Info,frequency,DialogueEvent,,very rapid consecutive records (possible duplicates or multi-fire),680 interval(s) ≤ 0.000s..0.000s shown,,0ms: wenyi091426-3.stratalog.logdata.json[102] _id=6aaae702485cab4c95458094 ts=2026-09-16T18:59:15.1130000Z -> wenyi091426-3.stratalog.logdata.json[103] _id=6aaae702485cab4c95458096 ts=2026-09-16T18:59:15.1130000Z; 0ms: wenyi091426-3.stratalog.logdata.json[1039] _id=6aaae1d7485cab4c95457944 ts=2026-09-16T18:37:11.5870000Z -> wenyi091426-3.stratalog.logdata.json[1038] _id=6aaae1d7485cab4c95457946 ts=2026-09-16T18:37:11.5870000Z; 0ms: wenyi091426-3.stratalog.logdata.json[106] _id=6aaae701485cab4c9545808e ts=2026-09-16T18:59:14.3300000Z -> wenyi091426-3.stratalog.logdata.json[105] _id=6aaae702485cab4c95458090 ts=2026-09-16T18:59:14.3300000Z,,
INFO,Info,frequency,EndOfUnit,,unusually long gaps between records,"4 gap(s), longest 14h 30m",,14h 30m: wenyi091426-3.stratalog.logdata.json[11728] _id=6aa9ec7c485cab4c9544f57d ts=2026-09-16T01:10:20.7230000Z -> wenyi091426-3.stratalog.logdata.json[6563] _id=6aaab88d485cab4c95454e02 ts=2026-09-16T15:41:01.9970000Z; 1h 40m: wenyi091426-3.stratalog.logdata.json[6563] _id=6aaab88d485cab4c95454e02 ts=2026-09-16T15:41:01.9970000Z -> wenyi091426-3.stratalog.logdata.json[4632] _id=6aaad002485cab4c95455d1a ts=2026-09-16T17:21:06.7730000Z; 1h 5m: wenyi091426-3.stratalog.logdata.json[4632] _id=6aaad002485cab4c95455d1a ts=2026-09-16T17:21:06.7730000Z -> wenyi091426-3.stratalog.logdata.json[1843] _id=6aaadf40485cab4c954572fa ts=2026-09-16T18:26:08.9930000Z,,
INFO,Info,frequency,InputEvent,,unusually long gaps between records,"4 gap(s), longest 12h 54m",,12h 54m: wenyi091426-3.stratalog.logdata.json[9229] _id=6aa9f56e485cab4c954519a5 ts=2026-09-16T01:48:30.6780000Z -> wenyi091426-3.stratalog.logdata.json[9218] _id=6aaaaad8485cab4c95453944 ts=2026-09-16T14:42:32.0350000Z; 55m 16s: wenyi091426-3.stratalog.logdata.json[6575] _id=6aaab874485cab4c95454dea ts=2026-09-16T15:40:36.5520000Z -> wenyi091426-3.stratalog.logdata.json[6503] _id=6aaac569485cab4c95454e7c ts=2026-09-16T16:35:53.4990000Z; 17m 59s: wenyi091426-3.stratalog.logdata.json[7369] _id=6aaaae9f485cab4c954547b6 ts=2026-09-16T14:58:39.0410000Z -> wenyi091426-3.stratalog.logdata.json[7115] _id=6aaab2d6485cab4c954549b2 ts=2026-09-16T15:16:38.2050000Z,,
INFO,Info,frequency,InputEvent,,very rapid consecutive records (possible duplicates or multi-fire),115 interval(s) ≤ 0.000s..0.000s shown,,0ms: wenyi091426-3.stratalog.logdata.json[10972] _id=6aa9ee17485cab4c9544fd71 ts=2026-09-16T01:17:11.5200000Z -> wenyi091426-3.stratalog.logdata.json[10971] _id=6aa9ee17485cab4c9544fd73 ts=2026-09-16T01:17:11.5200000Z; 0ms: wenyi091426-3.stratalog.logdata.json[11207] _id=6aa9edf7485cab4c9544fb75 ts=2026-09-16T01:16:39.5880000Z -> wenyi091426-3.stratalog.logdata.json[11208] _id=6aa9edf7485cab4c9544fb77 ts=2026-09-16T01:16:39.5880000Z; 0ms: wenyi091426-3.stratalog.logdata.json[6166] _id=6aaac84c485cab4c9545511e ts=2026-09-16T16:48:13.0100000Z -> wenyi091426-3.stratalog.logdata.json[6165] _id=6aaac84c485cab4c95455120 ts=2026-09-16T16:48:13.0100000Z,,
INFO,Info,frequency,ObjectInterEvent,,unusually long gaps between records,"5 gap(s), longest 13h 21m",,13h 21m: wenyi091426-3.stratalog.logdata.json[9789] _id=6aa9efbc485cab4c954507b5 ts=2026-09-16T01:24:12.6040000Z -> wenyi091426-3.stratalog.logdata.json[9176] _id=6aaaab84485cab4c95453998 ts=2026-09-16T14:45:24.4210000Z; 1h 9m: wenyi091426-3.stratalog.logdata.json[6880] _id=6aaab584485cab4c95454b88 ts=2026-09-16T15:28:04.5860000Z -> wenyi091426-3.stratalog.logdata.json[6471] _id=6aaac5c2485cab4c95454ebc ts=2026-09-16T16:37:22.6100000Z; 29m 34s: wenyi091426-3.stratalog.logdata.json[8269] _id=6aaaad29485cab4c95454088 ts=2026-09-16T14:52:25.4580000Z -> wenyi091426-3.stratalog.logdata.json[7020] _id=6aaab417485cab4c95454a70 ts=2026-09-16T15:21:59.9080000Z,,
INFO,Info,frequency,ObjectInterEvent,,very rapid consecutive records (possible duplicates or multi-fire),3 interval(s) ≤ 0.000s..0.001s shown,,0ms: wenyi091426-3.stratalog.logdata.json[2425] _id=6aaada1e485cab4c95456e6e ts=2026-09-16T18:04:14.8050000Z -> wenyi091426-3.stratalog.logdata.json[2424] _id=6aaada1e485cab4c95456e70 ts=2026-09-16T18:04:14.8050000Z; 0ms: wenyi091426-3.stratalog.logdata.json[2462] _id=6aaad98b485cab4c95456e22 ts=2026-09-16T18:01:47.5830000Z -> wenyi091426-3.stratalog.logdata.json[2463] _id=6aaad98b485cab4c95456e24 ts=2026-09-16T18:01:47.5830000Z; 1ms: wenyi091426-3.stratalog.logdata.json[12192] _id=6aa9e7ae485cab4c9544e87b ts=2026-09-16T00:49:50.7910000Z -> wenyi091426-3.stratalog.logdata.json[12191] _id=6aa9e7ae485cab4c9544e87d ts=2026-09-16T00:49:50.7920000Z,,
PASS,Info,frequency,PlayerPositionEvent,,continuous cadence matches expectation (~10s),"median interval 10.005s (p5 9.99s, p95 10.01s, n=1609)",~10s (±0.6s),,,08-13-26/Investigation-results/position-event-investigation.md
INFO,Info,frequency,PlayerPositionEvent,,unusually long gaps between records,"2 gap(s), longest 12h 53m",,12h 53m: wenyi091426-3.stratalog.logdata.json[9230] _id=6aa9f56b485cab4c954519a1 ts=2026-09-16T01:48:27.3930000Z -> wenyi091426-3.stratalog.logdata.json[9225] _id=6aaaaac5485cab4c95453936 ts=2026-09-16T14:42:12.5480000Z; 17m 1s: wenyi091426-3.stratalog.logdata.json[12294] _id=6aa9e2b0485cab4c9544e733 ts=2026-09-16T00:28:32.5750000Z -> wenyi091426-3.stratalog.logdata.json[12286] _id=6aa9e6ae485cab4c9544e745 ts=2026-09-16T00:45:34.2690000Z,,
INFO,Info,frequency,PuzzlePieceVisibleEvent,,unusually long gaps between records,"6 gap(s), longest 13h 3m",,13h 3m: wenyi091426-3.stratalog.logdata.json[9323] _id=6aa9f460485cab4c9545178f ts=2026-09-16T01:43:59.9870000Z -> wenyi091426-3.stratalog.logdata.json[9135] _id=6aaaac0a485cab4c954539ea ts=2026-09-16T14:47:37.8520000Z; 2h 0m: wenyi091426-3.stratalog.logdata.json[7371] _id=6aaaae9e485cab4c954547b4 ts=2026-09-16T14:58:37.6400000Z -> wenyi091426-3.stratalog.logdata.json[5629] _id=6aaacad6485cab4c9545554e ts=2026-09-16T16:59:01.8330000Z; 36m 10s: wenyi091426-3.stratalog.logdata.json[2593] _id=6aaad78e485cab4c95456d22 ts=2026-09-16T17:53:15.1960000Z -> wenyi091426-3.stratalog.logdata.json[1829] _id=6aaae005485cab4c9545730c ts=2026-09-16T18:29:25.2730000Z,,
