kind,eventType,ref,scene,data
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8754] _id=6aaaace4485cab4c95453ce4 ts=2026-09-16T14:51:15.7580000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:15.7580000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8756] _id=6aaaace4485cab4c95453ce6 ts=2026-09-16T14:51:15.7580000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:15.7580000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8657] _id=6aaaacee485cab4c95453db2 ts=2026-09-16T14:51:24.4620000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:24.4620000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8656] _id=6aaaacee485cab4c95453db4 ts=2026-09-16T14:51:24.4620000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:24.4620000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8605] _id=6aaaacf2485cab4c95453e12 ts=2026-09-16T14:51:28.2650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:28.2650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8604] _id=6aaaacf2485cab4c95453e16 ts=2026-09-16T14:51:28.2650000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:28.2650000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8547] _id=6aaaacf7485cab4c95453e84 ts=2026-09-16T14:51:34.0340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:34.0340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8546] _id=6aaaacf7485cab4c95453e86 ts=2026-09-16T14:51:34.0340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:34.0340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8548] _id=6aaaacf7485cab4c95453e88 ts=2026-09-16T14:51:34.0340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:34.0340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8549] _id=6aaaacf7485cab4c95453e8c ts=2026-09-16T14:51:34.0340000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:34.0340000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8522] _id=6aaaacfa485cab4c95453ebc ts=2026-09-16T14:51:37.2860000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:37.2860000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8521] _id=6aaaacfa485cab4c95453ec2 ts=2026-09-16T14:51:37.2860000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:37.2860000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8519] _id=6aaaacfa485cab4c95453ec6 ts=2026-09-16T14:51:37.3020000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:37.3020000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8517] _id=6aaaacfa485cab4c95453eca ts=2026-09-16T14:51:37.3020000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraCentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:37.3020000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8467] _id=6aaaad01485cab4c95453f24 ts=2026-09-16T14:51:44.6060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Watershed Piece 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8464] _id=6aaaad01485cab4c95453f26 ts=2026-09-16T14:51:44.6060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Watershed Piece 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8465] _id=6aaaad01485cab4c95453f28 ts=2026-09-16T14:51:44.6060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8466] _id=6aaaad01485cab4c95453f2a ts=2026-09-16T14:51:44.6060000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8462] _id=6aaaad01485cab4c95453f2c ts=2026-09-16T14:51:44.6220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8463] _id=6aaaad01485cab4c95453f2e ts=2026-09-16T14:51:44.6220000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameCameraUncentered"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:51:44.6220000Z""}"
exact,PuzzlePieceVisibleEvent,wenyi091426-3.stratalog.logdata.json[8447] _id=6aaaad1c485cab4c95453f4a ts=2026-09-16T14:52:11.8350000Z,Unit 2 Prod (Refactor),"{""actionType"": ""BecameInvisible"", ""pieceId"": ""Dissolving Particles Slot 1"", ""timestamp"": ""2026-09-16T14:52:11.8350000Z""}"
